,literacy_home,risk_factors,math_b,reading_b,math_conf_b,verbal_confidence,writing,sports,by_xcurr,homework,hedonics_b,hours_working_b,edu_confidence,math_1,math_status_1,f1_xcurr,hours_working_1,hedonics_1,math_conf_1,hs_ac_load,hs_gpa,ps_level,effort,testing,v_facility,m_facility,academic_p,iq_by_concientiousness,delinquency,wages_cont,graduated_Y,aspired_occ_b_-1,aspired_occ_b_1,aspired_occ_b_2,aspired_occ_b_3,aspired_occ_b_4,aspired_occ_b_5,aspired_occ_b_6,aspired_occ_b_7,aspired_occ_b_8,aspired_occ_b_9,aspired_occ_b_10,aspired_occ_b_11,aspired_occ_b_12,aspired_occ_b_13,aspired_occ_b_14,aspired_occ_b_15,aspired_occ_b_16,aspired_occ_b_17,aspired_occ_1_-1,aspired_occ_1_1,aspired_occ_1_2,aspired_occ_1_3,aspired_occ_1_4,aspired_occ_1_5,aspired_occ_1_6,aspired_occ_1_7,aspired_occ_1_8,aspired_occ_1_9,aspired_occ_1_10,aspired_occ_1_11,aspired_occ_1_12,aspired_occ_1_13,aspired_occ_1_14,aspired_occ_1_15,aspired_occ_1_16,aspired_occ_1_17
1800,2,3,43.67,45.73,-0.08829999999999998,0.07999999999999999,0.35739999999999994,1,3,40,5,0,6,44.89,6,0,0,3,-0.04959999999999999,34,4,2.0,1360.0,134.29000000000002,171.04399999999998,269.34000000000003,5440,16395.916,4.5,2014350.0000000002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1801,2,1,52.79,48.32,-0.381,-0.672,0.7040000000000001,1,1,6,4,5,6,49.99,5,3,6,2,-0.259,34,6,1.0,204.0,151.1,144.96,249.95000000000002,1224,15796.400000000001,9.1,3173100.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1802,2,0,57.07,60.64,-0.63,-0.222,-0.898,2,1,16,6,0,4,51.02,4,6,1,4,-1.515,25,4,2.0,400.0,168.73000000000002,181.92000000000002,204.08,1600,15826.0,0.0,2530950.0000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,3,1,44.25,38.83,-1.831,-0.45299999999999996,-0.29369999999999996,0,0,3,3,3,6,41.15,6,1,5,3,-0.755,26,4,2.0,78.0,124.22999999999999,155.32,246.89999999999998,312,11664.38,6.0,3851129.9999999995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1804,1,1,47.85,49.31,0.05079999999999994,0.43410000000000004,0.146,1,3,10,3,1,7,43.23,5,2,3,2,-0.755,25,4,1.0,250.0,140.39,98.62,216.14999999999998,1000,11016.949999999999,7.2,5615599.999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1805,0,0,32.03,37.72,0.15130000000000005,-0.099,-1.847,1,0,3,5,3,9,29.68,5,1,3,5,-1.761,29,2,2.0,87.0,99.43,37.72,148.4,174,5955.84,0.0,1988600.0000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1806,2,1,54.38,56.58,0.382,0.2431,0.247,0,3,13,3,1,7,42.19,4,3,0,2,1.5330000000000001,26,5,1.0,338.0,153.15,169.74,168.76,1690,13201.5,2.6,1837800.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1807,3,0,53.67,53.99,0.24189999999999995,0.15709999999999996,0.024199999999999954,1,0,22,3,1,6,58.59,6,2,5,6,-0.259,27,4,2.0,594.0,166.25,215.96,351.54,2376,27807.5,8.2,5486250.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,3,0,73.01,69.15,0.332,-0.37200000000000005,1.001,0,1,16,0,0,6,69.88,6,4,0,2,1.055,32,5,1.0,512.0,212.04000000000002,276.6,419.28,2560,33402.24,0.0,5513040.000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1809,2,1,54.54,48.81,0.1162,0.10529999999999999,-0.13699999999999998,0,0,3,4,4,6,47.19,6,1,4,5,-0.51,27,3,1.0,81.0,150.54,146.43,283.14,243,12887.1,7.3,3612960.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,3,1,39.4,46.84,-1.831,1.5959999999999999,0.03760000000000001,0,0,8,1,2,8,45.08,4,0,3,1,-0.1782,26,5,1.0,208.0,131.32,187.36,180.32,1040,12501.12,2.0,393960.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,3,0,58.57,61.88,0.2089,-0.045300000000000014,1.756,1,0,8,4,1,4,68.69,6,1,4,1,0.299,28,5,1.0,224.0,189.14,247.52,412.14,1120,23747.76,0.6,7943879.999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1812,2,1,34.78,43.39,-0.21359999999999996,-0.5304,-1.55,1,1,3,8,1,9,39.94,5,1,4,8,-0.259,32,4,2.0,96.0,118.11,130.17000000000002,199.7,384,11545.45,6.8,1299210.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,2,2,55.19,50.35,0.9584999999999999,0.17039999999999997,0.7148999999999999,1,1,12,5,2,6,55.48,6,1,5,4,0.264,28,4,1.0,309.7,161.01999999999998,163.955,332.88,1352,17122.015000000003,4.1,5313659.999999999,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,3,0,53.74,73.58,-1.831,-0.11800000000000001,0.32,1,1,21,1,1,7,54.16,6,2,2,2,-0.51,26,5,1.0,546.0,181.48,294.32,324.96,2730,29106.16,0.0,7622160.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,3,0,56.0,61.51,0.10939999999999997,0.5666,1.9509999999999998,4,3,22,2,1,7,60.34,6,5,6,3,1.297,30,6,1.0,660.0,177.85,246.04,362.04,3960,31620.160000000003,0.0,8892500.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1816,3,0,68.61,73.34,1.7719999999999998,1.115,1.9509999999999998,2,3,8,0,1,6,67.39,6,5,1,1,0.528,30,6,1.0,240.0,209.33999999999997,293.36,404.34000000000003,1440,26512.600000000002,0.0,5233499.999999999,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,3,1,69.28,63.85,1.561,1.146,0.893,1,3,8,5,0,7,70.42,6,2,4,1,0.779,27,5,1.0,216.0,203.55,255.4,422.52,1080,23727.199999999997,6.0,14248500.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1818,3,0,58.37,64.22,-0.63,-0.9329999999999999,1.1797,0,3,6,4,0,6,65.48,6,2,0,3,0.528,26,4,1.0,156.0,188.07,256.88,392.88,624,20792.32,0.0,6206310.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,2,0,49.88,42.78,0.10459999999999998,0.5106999999999999,-1.652,2,1,3,3,0,6,56.29,4,1,0,3,-1.5419999999999998,24,2,3.0,72.0,148.95,182.88500000000002,225.16,144,17994.315,3.3,5213250.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1820,3,1,50.93,43.14,1.085,-0.37200000000000005,0.8679999999999998,2,0,6,2,3,6,55.17,6,2,4,3,1.811,27,4,1.0,162.0,149.24,172.56,331.02,648,16618.14,5.0,6865040.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1821,3,0,62.41,57.93,0.3162,0.0486,0.8484999999999998,2,1,16,2,0,8,62.73,6,3,0,3,-1.296,25,6,1.0,400.0,183.07,231.72,376.38,2400,24932.100000000002,0.0,10984200.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1822,2,1,42.09,36.12,-0.3278,-0.20469999999999997,-0.3514999999999999,0,0,18,3,6,9,40.73,6,5,3,3,-0.19919999999999996,25,3,3.0,188.3,118.94,108.35999999999999,244.38,715,9490.808,8.1,35682.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1823,3,1,53.17,60.77,0.6772999999999999,-0.02820000000000007,0.052000000000000005,2,1,21,8,1,4,46.86,3,2,0,3,-2.039,26,3,2.0,546.0,160.8,243.08,140.57999999999998,1638,18032.019999999997,11.0,192960.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1824,1,2,34.45,38.22,1.047,0.039,1.2930000000000001,1,1,12,3,2,8,59.83,6,2,3,3,1.811,30,5,1.0,281.9,132.5,76.44,358.98,1096,16658.464,1.6,6360000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1825,2,1,52.77,53.54,0.1398,0.3989999999999999,0.23950000000000005,1,1,11,3,1,7,54.92,5,2,4,2,-0.48,21,5,1.0,295.3,161.23000000000002,166.45999999999998,274.6,1372,15885.121000000003,9.3,2095990.0000000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1826,3,1,45.45,49.8,-0.63,-0.9329999999999999,-0.8240000000000001,1,0,8,6,0,4,45.17,6,0,4,1,1.008,24,4,2.0,192.0,140.42000000000002,199.2,271.02,768,15047.039999999999,5.7,1685040.0000000002,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1827,3,0,60.15,67.17,-0.594,1.146,1.9509999999999998,1,0,8,4,2,6,62.51,6,4,8,3,0.79,32,6,1.0,256.0,189.82999999999998,268.68,375.06,1536,25749.6,4.2,3796599.9999999995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,3,0,50.61,39.82,0.5252999999999999,0.0836,0.052000000000000005,2,3,34,3,1,8,46.29,5,5,5,1,-0.51,26,4,1.0,884.0,136.72,226.49899999999997,231.45,3536,20509.636,0.0,8203200.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1829,3,0,56.91,51.52,1.7719999999999998,-0.37200000000000005,-0.405,0,0,6,4,0,6,60.82,6,0,0,6,1.811,25,4,2.0,150.0,169.25,206.08,364.92,600,17701.0,4.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1830,2,1,33.63,32.55,-0.2606,-0.4468,-0.11930000000000003,0,1,13,1,1,6,33.59,6,1,2,3,1.057,29,4,2.0,377.0,99.77000000000001,188.94800000000004,201.54000000000002,1508,16194.814999999999,3.7,2993100.0000000005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,2,2,38.38,44.87,-0.7434999999999999,-0.23469999999999996,-0.703,0,2,5,8,1,9,42.21,5,1,0,2,-0.7928,27,2,2.0,135.0,125.46000000000001,145.68800000000002,211.05,270,13585.607,11.9,250920.00000000003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1832,3,1,45.95,52.26,-0.63,-0.664,-0.898,2,0,3,2,0,6,47.75,6,2,0,6,0.282,27,3,1.0,81.0,145.96,209.04,286.5,243,14866.199999999999,8.0,1313640.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,2,1,50.35,56.33,-0.5107,0.0009000000000000119,0.16459999999999994,1,1,18,1,1,8,49.83,6,3,0,2,-0.5868,28,5,1.0,504.0,156.51,168.99,298.98,2520,21526.620000000003,3.0,1095570.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1834,3,1,49.44,58.43,0.024300000000000054,-0.18530000000000002,0.052000000000000005,2,3,1,2,0,7,51.73,6,4,0,3,0.265,32,4,1.0,32.0,159.6,233.72,310.38,128,17955.3,3.6,3351600.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1835,1,0,48.0,41.67,0.12080000000000002,0.13229999999999997,0.5053,0,4,3,2,0,5,53.33,6,4,0,6,-0.509,29,5,2.0,87.0,143.0,83.34,319.98,435,12906.240000000002,0.0,7722000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1836,2,0,60.39,59.29,-1.355,0.331,0.235,2,1,3,2,1,7,60.99,5,4,7,1,0.25,26,5,1.0,78.0,180.67000000000002,177.87,304.95,390,14001.78,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1837,3,2,36.29,31.93,0.149,0.331,-0.63,2,0,2,8,0,5,33.2,4,2,1,1,-0.493,32,2,1.0,64.0,101.42,127.72,132.8,128,8857.68,18.0,4056800.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,3,1,57.76,63.23,-0.10540000000000005,-0.14880000000000002,1.494,1,0,11,3,0,6,57.42,6,3,0,7,0.048,30,5,1.0,330.0,178.41,252.92,344.52,1650,24495.039999999997,10.0,2497740.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1839,2,0,58.94,59.16,0.02040000000000003,0.21689999999999995,-0.514,2,3,20,3,1,8,62.91,6,4,0,2,0.264,29,5,1.0,580.0,181.01,177.48,377.46,2900,27192.059999999998,0.0,90505.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,1,1,62.06,46.47,1.7719999999999998,0.623,1.567,1,1,31,1,3,7,64.43,6,3,7,2,1.811,30,6,1.0,930.0,172.96,92.94,386.58000000000004,5580,29250.72,3.0,9512800.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1841,3,0,51.53,55.96,0.5710000000000001,1.1540000000000001,0.32989999999999997,2,0,3,3,1,6,53.39,6,2,1,6,-0.231,29,5,1.0,87.0,160.88,223.84,320.34000000000003,435,17413.760000000002,0.0,6274320.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1842,3,0,60.62,64.46,0.5710000000000001,0.846,-0.13699999999999998,0,0,13,8,2,7,59.9,6,0,7,5,0.019,27,4,2.0,351.0,184.98,257.84,359.4,1404,24689.6,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1843,1,1,53.54,59.9,-1.831,-0.664,0.052000000000000005,0,0,3,1,0,4,57.53,5,1,0,5,-1.547,30,3,1.0,90.0,170.97,119.8,287.65,270,13445.85,6.0,3077460.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,3,0,68.76,60.4,0.5710000000000001,-0.9329999999999999,0.7040000000000001,1,2,13,3,0,8,72.19,6,3,1,2,1.025,27,6,1.0,351.0,201.35,241.6,433.14,2106,26989.6,1.3,14497200.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1845,2,1,67.66,60.33,0.4107,-0.5452999999999999,0.25309999999999994,1,0,9,4,1,6,68.48,6,1,7,1,-0.016200000000000027,24,5,1.0,220.3,196.47,158.0,410.88,978,14785.364000000001,4.3,6287040.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1846,2,2,44.4,51.15,-1.355,1.089,1.9509999999999998,2,1,4,2,0,7,54.62,6,1,0,2,-1.547,22,6,2.0,88.0,150.17,153.45,327.71999999999997,528,12510.419999999998,8.0,3754249.9999999995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1847,3,1,55.51,56.95,0.8794999999999998,0.18559999999999996,1.0196999999999998,0,2,15,8,1,6,53.84,6,3,2,6,0.28300000000000003,26,5,1.0,390.0,166.3,227.8,323.04,1950,22584.440000000002,14.0,4323800.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,3,1,65.17,57.56,1.7719999999999998,1.5959999999999999,0.057999999999999996,2,0,21,1,0,9,66.17,6,4,0,2,1.025,31,5,1.0,651.0,188.9,230.24,397.02,3255,32617.52,5.9,755600.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,2,0,42.27,43.39,-0.47859999999999997,-0.3915,0.03919999999999996,0,0,3,3,1,6,36.38,4,1,8,3,0.019,25,5,2.0,75.0,122.03999999999999,155.29999999999998,145.52,375,14421.935000000001,9.5,2440800.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1850,2,0,61.19,61.51,1.111,1.5959999999999999,-0.20800000000000002,1,1,9,2,0,8,60.25,6,3,8,5,1.811,26,5,1.0,234.0,182.95,184.53,361.5,1170,19111.05,0.0,6403250.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,3,0,64.88,59.04,0.13649999999999998,0.8444999999999998,1.9509999999999998,2,1,27,4,1,6,59.1,6,2,0,1,0.036000000000000004,25,5,1.0,274.2,183.01999999999998,236.16,354.6,1337,18966.529000000002,4.0,7137779.999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1852,3,2,49.93,49.06,-0.63,-1.375,-0.14300000000000002,0,1,17,0,4,6,44.92,4,0,6,2,-0.0013000000000000112,16,3,2.0,272.0,143.91000000000003,196.24,179.68,816,12405.36,4.0,2734290.0000000005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1853,2,2,35.87,37.48,-0.851,-0.141,-0.63,0,1,8,2,0,7,37.79,5,1,0,2,-0.7981,27,3,2.0,206.0,111.13999999999999,112.44,188.95,882,13325.282000000001,5.7,222279.99999999997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1854,3,0,59.19,55.34,1.285,-0.183,0.07579999999999998,2,0,3,3,3,6,60.66,6,3,8,2,1.035,24,5,1.0,72.0,175.19,221.36,363.96,360,15803.639999999998,0.0,6306840.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1855,2,1,51.8,51.52,0.332,1.3419999999999999,1.9509999999999998,1,0,11,1,5,8,55.22,5,1,0,2,-0.4339999999999999,25,6,2.0,275.0,158.54,154.56,276.1,1650,15503.76,3.0,554890.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1856,3,0,54.22,58.18,0.1517,0.2752,-1.579,1,0,8,7,1,5,53.7,5,4,4,4,-0.51,30,4,1.0,240.0,166.10000000000002,232.72,268.5,960,19046.36,0.0,3322000.0000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1857,3,1,43.48,43.14,-0.63,0.331,0.052000000000000005,1,5,7,4,0,6,38.46,5,6,3,4,0.003,25,2,1.0,175.0,125.08000000000001,172.56,192.3,350,11675.52,5.1,1250800.0000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1858,2,0,63.26,60.4,1.506,-0.11800000000000001,1.275,1,1,4,2,4,7,58.47,6,1,8,4,0.13370000000000007,14,5,1.0,56.0,182.13,181.2,350.82,280,9576.36,0.0,7285200.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1859,2,1,62.21,57.81,0.322,1.4069999999999998,0.515,2,0,14,2,0,7,66.27,6,3,4,3,-1.0190000000000001,32,4,1.0,448.0,186.29000000000002,173.43,397.62,1792,26268.3,4.9,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1860,3,0,50.69,55.1,-1.831,1.5959999999999999,0.052000000000000005,1,2,1,2,2,9,48.45,6,2,9,1,-1.7919999999999998,21,4,2.0,21.0,154.24,220.4,290.70000000000005,84,11244.2,0.0,2005120.0000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1861,3,0,64.65,56.45,1.7719999999999998,-0.71,0.052000000000000005,3,4,20,1,0,7,63.47,6,5,0,1,0.779,30,6,1.0,600.0,184.57,225.8,380.82,3600,30331.0,0.0,6644520.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1862,0,0,68.98,60.52,0.5710000000000001,-0.11800000000000001,1.9509999999999998,1,2,11,4,0,8,67.91,6,2,1,3,-0.51,26,6,1.0,286.0,197.41,60.52,407.46,1716,17315.26,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1863,1,2,52.62,53.0,1.7719999999999998,0.688,0.052000000000000005,4,0,2,0,3,8,60.07,6,4,3,1,1.811,29,5,2.0,58.0,165.69,106.0,360.42,290,14459.02,2.0,2651040.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1864,3,1,42.88,49.55,-0.09049999999999998,0.40639999999999993,0.052000000000000005,2,0,17,7,2,6,44.02,4,1,7,6,-0.14129999999999998,32,3,2.0,544.0,136.45000000000002,198.2,176.08,1632,18339.719999999998,13.0,3684150.0000000005,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1865,2,3,51.82,53.37,-0.867,-0.6409999999999999,0.052000000000000005,0,1,6,1,0,5,48.3,5,0,5,3,0.501,25,3,2.0,150.0,153.49,160.10999999999999,241.5,450,12449.91,12.0,3069800.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1866,3,0,54.59,54.11,-1.621,-0.664,1.001,1,0,22,3,0,7,54.25,5,5,3,2,-0.013000000000000001,29,5,2.0,638.0,162.95,216.44,271.25,3190,24872.19,0.0,6029150.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1867,3,1,64.06,63.11,0.305,0.331,0.39390000000000003,1,0,10,5,0,6,51.15,6,4,4,2,-1.002,18,1,2.0,180.0,178.32,252.44,306.9,180,15661.519999999997,4.8,6062880.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,0,1,36.07,36.37,-0.63,-0.9329999999999999,0.052000000000000005,0,0,3,8,0,4,34.14,5,0,7,6,-1.4980000000000002,21,3,2.0,63.0,106.58,36.37,170.7,189,4969.68,6.4,106580.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1869,2,0,59.8,56.82,1.7719999999999998,-0.9329999999999999,1.567,1,0,7,1,0,6,52.98,6,4,4,2,-0.013000000000000001,28,6,1.0,196.0,169.6,170.46,317.88,1176,17091.9,4.4,12211200.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,2,1,66.23,60.77,0.5710000000000001,0.331,0.807,0,0,14,5,0,7,56.61,6,1,0,1,0.565,28,3,1.0,392.0,183.61,182.31,339.65999999999997,1176,21922.74,6.0,2203320.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1871,2,0,48.24,52.51,-0.63,1.335,0.9575999999999999,1,0,4,8,0,6,41.76,5,2,4,2,-1.008,24,4,2.0,96.0,142.51,157.53,208.79999999999998,384,10257.24,0.0,7125500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
