,literacy_home,risk_factors,aspired_occ_b,math_b,reading_b,math_conf_b,verbal_confidence,writing,sports,by_xcurr,homework,hedonics_b,hours_working_b,edu_confidence,aspired_occ_1,math_1,math_status_1,hs_gpa,f1_xcurr,hours_working_1,hedonics_1,math_conf_1,hs_ac_load,ps_level,effort,testing,v_facility,m_facility,academic_p,iq_by_concientiousness,delinquency,wages_cont,graduated_Y
9869,3.0,1.0,-1.0,67.24,75.43,-1.1159999999999999,1.5959999999999999,0.052000000000000005,1.0,0.0,7.0,2.0,0.0,7.0,-1.0,69.03,6.0,3.0,5.0,2.0,,27.0,6.0,1.0,13.0,211.70000000000002,301.72,414.18,39.0,9306.7,,8679700.0,1.0
12779,3.0,0.0,-1.0,48.32,65.57,1.285,1.5959999999999999,0.052000000000000005,1.0,0.0,19.0,7.0,0.0,6.0,-1.0,47.09,6.0,0.0,4.0,5.0,0.51,26.0,4.0,1.0,23.0,160.98,262.28,282.54,0.0,12530.859999999999,0.0,4507440.0,1.0
427,2.0,0.0,9.0,64.88,63.11,1.295,-0.475,,1.0,3.0,9.0,0.0,1.0,7.0,10.0,62.41,6.0,6.0,3.0,3.0,0.23199999999999998,32.0,5.0,1.0,14.0,190.39999999999998,189.32999999999998,374.46,84.0,7893.0599999999995,0.0,8187199.999999999,1.0
9273,,,,53.01,52.16,,,,,,,,,7.0,10.0,53.24,6.0,1.0,0.0,,,25.0,5.0,1.0,,158.41,,319.44,,,,3168200.0,0.0
7032,2.0,0.0,-1.0,49.6,39.57,1.2670000000000001,-0.19899999999999998,0.32,0.0,1.0,3.0,4.0,0.0,8.0,10.0,45.21,4.0,2.0,2.0,3.0,-0.755,23.0,4.0,2.0,7.0,134.38,118.71000000000001,180.84,14.0,2096.85,0.0,2956360.0,1.0
14417,3.0,3.0,11.0,41.59,40.8,,-2.197,-1.847,0.0,3.0,3.0,0.0,0.0,7.0,16.0,46.26,5.0,6.0,1.0,7.0,0.5329999999999999,27.0,4.0,1.0,7.0,128.65,163.2,231.29999999999998,42.0,2761.5,1.5989999999999998,2444350.0,1.0
4068,3.0,0.0,-1.0,51.61,55.34,0.121,-2.197,0.7040000000000001,0.0,0.0,3.0,7.0,0.0,4.0,-1.0,49.14,5.0,0.0,6.0,5.0,-0.013000000000000001,24.0,3.0,2.0,6.0,156.09,221.36,245.7,0.0,2802.36,0.0,468270.0,0.0
3051,2.0,2.0,-1.0,52.42,57.56,-0.8690000000000001,0.331,0.515,0.0,1.0,21.0,4.0,0.0,6.0,9.0,53.62,5.0,3.0,9.0,2.0,0.501,25.0,5.0,1.0,26.0,163.6,172.68,268.09999999999997,78.0,11460.279999999999,9.002,8834400.0,0.0
13293,2.0,3.0,9.0,58.79,57.81,-0.63,0.5920000000000001,,2.0,0.0,11.0,2.0,0.0,6.0,-1.0,54.99,6.0,4.0,0.0,1.0,,34.0,5.0,1.0,16.0,171.59,173.43,329.94,64.0,8053.92,,5147700.0,1.0
12855,3.0,1.0,9.0,58.34,52.02,,-0.68,0.052000000000000005,2.0,2.0,13.0,3.0,0.0,6.0,-1.0,56.75,6.0,5.0,8.0,3.0,-0.242,28.0,5.0,1.0,18.0,167.11,208.08,340.5,90.0,9874.44,2.758,3342200.0000000005,1.0
7367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,3.0,0.0,10.0,55.28,48.44,-0.38299999999999995,1.5959999999999999,0.807,0.0,2.0,24.0,1.0,0.0,7.0,10.0,60.11,6.0,0.0,2.0,1.0,0.779,23.0,5.0,1.0,29.0,163.82999999999998,193.76,360.65999999999997,0.0,16078.179999999998,0.0,6225539.999999999,1.0
11544,3.0,0.0,2.0,61.79,58.92,-0.11599999999999999,0.877,1.001,2.0,1.0,6.0,5.0,0.0,7.0,9.0,66.18,6.0,2.0,2.0,3.0,-1.296,28.0,5.0,1.0,11.0,186.89000000000001,235.68,397.08000000000004,22.0,6960.36,0.0,6541150.000000001,1.0
8768,3.0,2.0,11.0,46.21,58.79,0.36,0.331,0.052000000000000005,1.0,0.0,3.0,3.0,0.0,6.0,-1.0,42.62,5.0,1.0,0.0,2.0,-0.47700000000000004,23.0,3.0,2.0,6.0,147.62,235.16,213.1,6.0,2689.56,5.046,0.0,0.0
567,3.0,1.0,9.0,42.97,50.29,-0.867,1.146,-0.332,1.0,0.0,2.0,3.0,2.0,6.0,-1.0,43.69,6.0,1.0,3.0,6.0,,25.0,4.0,1.0,6.0,136.95,201.16,262.14,6.0,2779.7999999999997,,5614949.999999999,1.0
9648,1.0,,9.0,42.65,49.31,-0.365,-1.9280000000000002,0.052000000000000005,0.0,0.0,3.0,4.0,0.0,7.0,15.0,45.8,5.0,0.0,3.0,4.0,-1.296,25.0,4.0,1.0,7.0,137.76,98.62,229.0,0.0,2293.34,,5510400.0,1.0
14330,3.0,0.0,9.0,66.13,62.25,1.296,1.5959999999999999,1.683,0.0,1.0,18.0,4.0,4.0,6.0,9.0,63.62,6.0,1.0,4.0,2.0,1.008,26.0,5.0,1.0,23.0,192.0,249.0,381.71999999999997,23.0,14506.560000000001,0.0,17280000.0,1.0
6190,2.0,0.0,,50.56,53.0,,,1.9509999999999998,,3.0,8.0,,,6.0,,53.05,6.0,6.0,9.0,5.0,1.811,30.0,6.0,1.0,14.0,156.61,159.0,318.29999999999995,84.0,6682.199999999999,,4698300.0,1.0
3240,3.0,0.0,9.0,60.72,51.52,-0.39299999999999996,-1.122,0.24100000000000002,4.0,3.0,8.0,2.0,0.0,7.0,9.0,58.42,6.0,5.0,3.0,1.0,0.265,26.0,4.0,1.0,12.0,170.66000000000003,206.08,350.52,60.0,6679.200000000001,0.0,4607820.000000001,1.0
8424,,3.0,,39.62,42.28,,,,0.0,0.0,20.0,6.0,,8.0,-1.0,43.49,5.0,0.0,2.0,3.0,-0.787,23.0,3.0,2.0,23.0,125.39000000000001,,217.45000000000002,0.0,,15.639,1128510.0000000002,0.0
14195,3.0,0.0,9.0,51.59,53.13,,-0.126,0.052000000000000005,1.0,0.0,13.0,3.0,2.0,7.0,11.0,51.73,6.0,3.0,8.0,5.0,-0.013000000000000001,32.0,5.0,1.0,18.0,156.45,212.52,310.38,54.0,9412.199999999999,0.0,12516000.0,1.0
14050,3.0,1.0,-1.0,48.24,56.08,-0.365,-0.9329999999999999,-0.898,2.0,2.0,16.0,2.0,0.0,6.0,-1.0,54.93,6.0,2.0,4.0,4.0,-0.755,26.0,4.0,1.0,20.0,159.25,224.32,329.58,40.0,11078.0,1.245,10351250.0,0.0
14321,1.0,0.0,,58.08,60.77,,,,2.0,0.0,11.0,,,6.0,-1.0,58.64,6.0,2.0,1.0,2.0,0.516,26.0,5.0,1.0,16.0,177.49,121.54,351.84000000000003,32.0,7574.080000000001,,8874500.0,1.0
10540,2.0,0.0,9.0,60.63,48.69,-0.42200000000000004,-1.037,,0.0,0.0,2.0,6.0,0.0,6.0,9.0,62.97,6.0,2.0,5.0,3.0,1.811,19.0,4.0,2.0,6.0,172.29,146.07,377.82,12.0,3143.34,0.0,4479540.0,1.0
1711,1.0,,,40.1,41.67,,,-0.13699999999999998,,0.0,2.0,,,6.0,-1.0,39.24,6.0,0.0,0.0,4.0,,20.0,5.0,1.0,7.0,121.01000000000002,83.34,235.44,0.0,2231.46,,0.0,1.0
15949,2.0,2.0,10.0,59.06,67.42,1.03,-0.664,1.385,1.0,0.0,16.0,1.0,0.0,6.0,11.0,58.96,6.0,4.0,2.0,1.0,,,,1.0,,185.44,202.26,353.76,,,,3708800.0,0.0
3331,,0.0,12.0,57.59,54.85,,,0.32,1.0,0.0,11.0,3.0,0.0,6.0,12.0,55.02,6.0,2.0,0.0,6.0,-0.504,29.0,4.0,1.0,15.0,167.46,,330.12,30.0,,0.0,4186500.0,0.0
13299,3.0,3.0,7.0,50.23,59.04,-1.831,-0.9490000000000001,,0.0,2.0,4.0,5.0,0.0,6.0,9.0,52.84,5.0,5.0,1.0,5.0,-1.5419999999999998,24.0,3.0,1.0,7.0,162.11,236.16,264.20000000000005,35.0,3502.52,10.374,16211.000000000002,1.0
6276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,1.0,2.0,-1.0,49.85,42.16,0.5710000000000001,0.331,-0.24600000000000002,0.0,1.0,0.0,5.0,3.0,6.0,10.0,45.54,5.0,1.0,6.0,5.0,,21.0,4.0,3.0,4.0,137.54999999999998,84.32,227.7,4.0,1248.08,,2063249.9999999998,0.0
7799,3.0,0.0,-1.0,48.64,46.1,-1.143,-2.197,-1.847,1.0,0.0,1.0,8.0,0.0,4.0,-1.0,36.29,4.0,2.0,2.0,6.0,-1.033,23.0,4.0,1.0,5.0,131.03,184.4,145.16,10.0,1647.8,0.0,2620600.0,1.0
10358,2.0,0.0,-1.0,39.22,47.58,-0.63,-0.68,0.509,1.0,1.0,10.0,,0.0,6.0,14.0,38.27,4.0,1.0,2.0,2.0,-1.296,28.0,5.0,1.0,15.0,125.07,142.74,153.08,15.0,4437.300000000001,,2126190.0,0.0
14596,3.0,0.0,10.0,56.15,60.15,0.095,-0.157,1.001,3.0,1.0,4.0,8.0,0.0,7.0,14.0,54.47,6.0,3.0,6.0,3.0,0.009000000000000001,29.0,5.0,1.0,9.0,170.76999999999998,240.6,326.82,27.0,5106.78,0.0,8880039.999999998,1.0
3401,3.0,2.0,9.0,54.15,51.15,0.121,-0.11800000000000001,-0.13699999999999998,0.0,0.0,20.0,2.0,4.0,5.0,9.0,51.59,5.0,1.0,9.0,3.0,-0.259,31.0,3.0,2.0,23.0,156.89,204.6,257.95000000000005,23.0,10638.650000000001,3.482,313780.0,0.0
10927,3.0,,9.0,58.64,59.41,,,0.052000000000000005,2.0,1.0,11.0,,5.0,7.0,14.0,54.93,5.0,5.0,4.0,,-1.296,30.0,3.0,1.0,14.0,172.98,237.64,274.65,70.0,7172.0599999999995,,691920.0,1.0
7648,3.0,1.0,10.0,51.88,69.27,0.121,-0.23,,0.0,0.0,,1.0,,8.0,10.0,57.23,6.0,0.0,3.0,2.0,-0.47700000000000004,23.0,6.0,3.0,,178.38,277.08,343.38,,,0.5229999999999999,2675700.0,0.0
15049,,0.0,9.0,49.56,49.18,,,0.515,1.0,1.0,11.0,2.0,,7.0,14.0,49.34,5.0,3.0,2.0,3.0,-0.51,25.0,4.0,1.0,15.0,148.08,,246.70000000000002,45.0,,0.0,2517360.0,0.0
6775,1.0,4.0,,49.44,47.58,,,0.812,,3.0,13.0,,,8.0,10.0,52.39,6.0,2.0,6.0,3.0,-0.7879999999999999,22.0,6.0,1.0,19.0,149.41,95.16,314.34000000000003,38.0,7780.5,,3884660.0,1.0
2282,1.0,0.0,14.0,50.71,51.89,0.121,0.07,0.052000000000000005,1.0,0.0,8.0,4.0,0.0,6.0,14.0,45.73,5.0,3.0,2.0,3.0,1.5330000000000001,27.0,5.0,2.0,13.0,148.32999999999998,103.78,228.64999999999998,39.0,4321.589999999999,0.0,1186639.9999999998,1.0
11491,3.0,2.0,9.0,45.53,53.5,0.5710000000000001,0.18899999999999997,0.052000000000000005,2.0,2.0,6.0,3.0,2.0,7.0,,49.59,6.0,1.0,5.0,3.0,-0.755,28.0,4.0,1.0,10.0,148.62,214.0,297.54,10.0,5115.400000000001,4.49,3715500.0,1.0
3669,3.0,0.0,10.0,58.93,58.67,-1.1059999999999999,-0.9329999999999999,1.9509999999999998,3.0,1.0,10.0,2.0,0.0,6.0,9.0,60.71,6.0,3.0,2.0,3.0,0.237,25.0,6.0,1.0,16.0,178.31,234.68,364.26,48.0,9583.04,0.0,6240850.0,1.0
5072,3.0,2.0,-1.0,44.64,25.77,-0.841,-0.9329999999999999,,6.0,5.0,,8.0,0.0,9.0,2.0,42.31,5.0,5.0,9.0,3.0,,24.0,2.0,1.0,,112.72,103.08,211.55,,,,1127200.0,0.0
12115,0.0,2.0,14.0,53.89,48.81,0.322,-0.483,-0.435,0.0,0.0,3.0,6.0,0.0,7.0,9.0,53.87,1.0,2.0,0.0,5.0,0.013999999999999999,26.0,4.0,1.0,7.0,156.57,48.81,53.87,14.0,718.76,12.028,1565700.0,0.0
14448,3.0,0.0,-1.0,63.86,73.09,1.506,1.146,1.9509999999999998,0.0,5.0,36.0,1.0,0.0,8.0,10.0,67.05,6.0,3.0,3.0,2.0,0.281,24.0,6.0,1.0,42.0,204.0,292.36,402.29999999999995,126.0,29175.719999999998,0.0,9384000.0,0.0
15903,,,,54.47,56.12,,,,,,,,,8.0,10.0,53.65,6.0,1.0,4.0,1.0,,16.0,6.0,1.0,,164.24,,321.9,,,,0.0,0.0
7550,2.0,3.0,,37.71,35.14,0.322,-0.9329999999999999,,7.0,2.0,9.0,5.0,0.0,4.0,-1.0,35.05,5.0,0.0,,2.0,-0.013000000000000001,21.0,6.0,2.0,15.0,107.89999999999999,105.42,175.25,0.0,4210.05,14.961,1079000.0,1.0
3238,3.0,1.0,9.0,51.82,42.53,0.5710000000000001,-0.745,-0.898,0.0,2.0,6.0,3.0,3.0,7.0,11.0,54.01,5.0,3.0,4.0,1.0,1.27,27.0,4.0,2.0,10.0,148.35999999999999,170.12,270.05,30.0,4401.7,4.27,4154079.9999999995,1.0
5031,1.0,1.0,-1.0,48.35,65.08,-0.8690000000000001,-1.944,,0.0,0.0,1.0,4.0,,4.0,-1.0,44.47,5.0,0.0,5.0,6.0,-0.755,25.0,2.0,3.0,3.0,157.9,130.16,222.35,0.0,1057.53,3.245,7263400.0,0.0
5276,2.0,,-1.0,68.62,70.5,0.295,-0.745,1.001,0.0,0.0,9.0,3.0,0.0,8.0,10.0,68.18,6.0,1.0,5.0,2.0,-0.265,24.0,4.0,1.0,13.0,207.3,211.5,409.08000000000004,13.0,8067.540000000001,,4975200.0,0.0
2111,1.0,0.0,9.0,58.66,49.55,0.36,-1.494,,3.0,0.0,2.0,4.0,1.0,7.0,15.0,56.82,6.0,1.0,3.0,5.0,,23.0,5.0,1.0,7.0,165.03,99.1,340.92,7.0,3080.14,,2805510.0,0.0
5108,2.0,2.0,-1.0,64.45,65.08,0.836,-0.9329999999999999,,1.0,0.0,10.0,2.0,6.0,6.0,9.0,61.26,6.0,2.0,2.0,3.0,0.281,28.0,5.0,1.0,15.0,190.79,195.24,367.56,30.0,8442.0,4.562,1335530.0,0.0
9717,2.0,,9.0,56.91,47.33,0.36,0.078,1.9509999999999998,2.0,0.0,7.0,2.0,0.0,7.0,6.0,52.83,5.0,4.0,4.0,3.0,0.528,25.0,6.0,1.0,13.0,157.07,141.99,264.15,52.0,5279.82,,3769680.0,1.0
14283,1.0,2.0,,58.8,58.79,,,-0.435,,1.0,10.0,,,8.0,-1.0,62.5,4.0,3.0,0.0,5.0,,25.0,4.0,2.0,14.0,180.09,117.58,250.0,42.0,5146.12,,2701350.0,1.0
11878,2.0,1.0,-1.0,44.14,48.2,-1.3840000000000001,-0.43700000000000006,1.196,1.0,1.0,4.0,5.0,4.0,6.0,13.0,39.8,5.0,0.0,7.0,4.0,-1.284,27.0,5.0,2.0,9.0,132.14,144.60000000000002,199.0,0.0,3092.4,3.716,4624899.999999999,0.0
14964,2.0,,2.0,41.24,44.5,-0.171,-0.37200000000000005,-0.41100000000000003,0.0,0.0,,1.0,6.0,9.0,9.0,43.42,2.0,1.0,0.0,8.0,,6.0,4.0,2.0,,129.16000000000003,133.5,86.84,,,,0.0,0.0
13733,3.0,0.0,-1.0,59.32,58.18,0.5820000000000001,-1.4480000000000002,0.733,2.0,0.0,2.0,2.0,0.0,7.0,9.0,56.67,5.0,3.0,2.0,1.0,1.548,25.0,4.0,1.0,6.0,174.17000000000002,232.72,283.35,18.0,3096.42,0.0,5225100.000000001,1.0
16067,3.0,0.0,9.0,51.53,63.6,-0.841,0.254,1.001,0.0,1.0,,1.0,0.0,7.0,9.0,49.16,6.0,2.0,1.0,2.0,-1.051,24.0,6.0,1.0,,164.29,254.4,294.96,,,-0.0,3450090.0,1.0
1503,,,,36.06,44.04,,,,,,,,,6.0,9.0,33.61,5.0,1.0,0.0,2.0,,21.0,5.0,1.0,,113.71,,168.05,,,,2274200.0,0.0
10526,2.0,,-1.0,55.03,46.47,-0.879,0.078,-0.703,1.0,0.0,2.0,2.0,0.0,6.0,-1.0,52.46,6.0,1.0,0.0,4.0,-0.7609999999999999,26.0,4.0,2.0,6.0,153.96,139.41,314.76,6.0,2725.0199999999995,,2771280.0,1.0
14681,1.0,0.0,-1.0,53.2,47.7,1.7719999999999998,-0.111,0.052000000000000005,1.0,2.0,15.0,3.0,0.0,7.0,-1.0,58.23,6.0,5.0,0.0,3.0,-0.013000000000000001,26.0,4.0,1.0,19.0,159.13,95.4,349.38,95.0,8450.82,0.0,3500860.0,1.0
6855,2.0,0.0,9.0,69.53,70.01,1.7719999999999998,1.034,1.683,0.0,3.0,22.0,3.0,0.0,8.0,10.0,70.54,6.0,3.0,3.0,2.0,,28.0,6.0,1.0,28.0,210.08000000000004,210.03000000000003,423.24,84.0,17731.559999999998,,7352800.000000002,0.0
13916,2.0,1.0,9.0,46.5,51.03,1.2670000000000001,1.146,,0.0,2.0,7.0,3.0,,7.0,14.0,47.97,5.0,1.0,3.0,3.0,-0.259,28.0,4.0,2.0,11.0,145.5,153.09,239.85,11.0,4322.34,2.741,2764500.0,0.0
11390,1.0,0.0,10.0,50.22,50.66,-1.621,-0.11800000000000001,0.544,2.0,1.0,5.0,3.0,0.0,8.0,9.0,53.11,1.0,4.0,3.0,5.0,1.548,30.0,4.0,1.0,9.0,153.99,101.32,53.11,36.0,1389.8700000000001,0.0,4157730.0000000005,1.0
340,,4.0,-1.0,58.57,56.21,,,,,2.0,1.0,2.0,1.0,7.0,-1.0,58.88,5.0,4.0,1.0,4.0,1.2819999999999998,32.0,4.0,1.0,5.0,173.66,,294.40000000000003,20.0,,13.128,6078100.0,0.0
13258,2.0,0.0,10.0,72.65,68.9,1.3219999999999998,1.5959999999999999,-0.21,1.0,5.0,,1.0,0.0,8.0,10.0,73.18,6.0,5.0,0.0,1.0,1.288,27.0,6.0,1.0,,214.73000000000002,206.70000000000002,439.08000000000004,,,0.0,5368250.0,1.0
8765,2.0,1.0,12.0,50.5,52.76,-1.355,0.893,-0.703,0.0,0.0,2.0,3.0,1.0,6.0,9.0,51.54,5.0,0.0,7.0,4.0,-1.5419999999999998,23.0,4.0,2.0,6.0,154.79999999999998,158.28,257.7,0.0,2495.88,1.4580000000000002,4489199.999999999,0.0
13248,3.0,0.0,-1.0,63.45,58.06,0.5710000000000001,0.07,1.001,2.0,1.0,9.0,6.0,0.0,6.0,10.0,64.02,6.0,4.0,1.0,3.0,0.779,24.0,5.0,1.0,14.0,185.53,232.24,384.12,56.0,8629.04,0.0,5565900.0,1.0
9468,,2.0,,33.29,26.02,,,-0.63,,,2.0,0.0,,4.0,-1.0,30.57,3.0,0.0,6.0,1.0,,17.0,4.0,3.0,6.0,89.88,,91.71000000000001,0.0,,,2786280.0,0.0
2969,1.0,2.0,-1.0,37.39,37.72,-0.18100000000000002,0.078,,3.0,0.0,20.0,8.0,2.0,9.0,-1.0,32.2,4.0,3.0,,7.0,1.0190000000000001,29.0,3.0,1.0,23.0,107.31,75.44,128.8,69.0,4697.52,18.038,3219300.0,1.0
8797,3.0,1.0,-1.0,59.71,63.97,1.03,1.146,0.046,0.0,1.0,12.0,2.0,0.0,9.0,7.0,56.92,3.0,0.0,6.0,6.0,,7.0,3.0,1.0,15.0,180.60000000000002,255.88,170.76,0.0,6399.599999999999,,0.0,0.0
15307,3.0,0.0,6.0,60.2,54.97,1.7719999999999998,0.14300000000000002,0.618,2.0,2.0,30.0,4.0,0.0,8.0,10.0,62.45,6.0,1.0,8.0,2.0,1.27,21.0,4.0,1.0,34.0,177.62,219.88,374.70000000000005,34.0,20215.72,0.0,10301960.0,1.0
652,3.0,0.0,9.0,66.08,64.46,1.7719999999999998,0.52,1.9509999999999998,3.0,1.0,3.0,3.0,2.0,8.0,9.0,74.97,6.0,6.0,3.0,6.0,1.811,22.0,6.0,1.0,9.0,205.51,257.84,449.82,54.0,6368.94,0.0,51377500.0,1.0
9962,0.0,,-1.0,41.69,33.16,-0.63,-0.9329999999999999,0.052000000000000005,0.0,0.0,24.0,0.0,0.0,7.0,12.0,45.01,5.0,0.0,4.0,2.0,,10.0,1.0,2.0,25.0,119.85999999999999,33.16,225.04999999999998,0.0,6455.249999999999,,2157479.9999999995,0.0
534,3.0,1.0,-1.0,51.94,63.35,,,0.247,0.0,0.0,14.0,3.0,,6.0,-1.0,50.61,4.0,4.0,3.0,3.0,,24.0,5.0,1.0,19.0,165.89999999999998,253.4,202.44,76.0,8660.960000000001,,3815699.9999999995,0.0
14705,3.0,1.0,9.0,49.67,53.13,1.5330000000000001,0.8540000000000001,0.807,0.0,4.0,,2.0,0.0,8.0,9.0,56.9,6.0,3.0,0.0,4.0,0.485,28.0,6.0,1.0,,159.70000000000002,212.52,341.4,,,2.485,5749200.000000001,1.0
1624,2.0,,9.0,57.48,43.88,1.7719999999999998,-0.68,0.247,0.0,3.0,7.0,,0.0,6.0,9.0,54.61,6.0,1.0,4.0,4.0,1.811,27.0,5.0,1.0,12.0,155.97,131.64000000000001,327.65999999999997,12.0,5511.599999999999,,3275370.0,1.0
15500,0.0,1.0,-1.0,61.51,66.93,0.836,1.5959999999999999,1.001,2.0,2.0,21.0,6.0,0.0,8.0,10.0,63.5,6.0,6.0,1.0,,-0.755,24.0,6.0,1.0,27.0,191.94,66.93,381.0,162.0,12094.11,5.245,9597000.0,1.0
14212,,,6.0,49.38,54.85,,,,0.0,0.0,3.0,4.0,,6.0,-1.0,52.26,6.0,2.0,0.0,,-1.5419999999999998,32.0,4.0,1.0,7.0,156.49,,313.56,14.0,,,4225230.0,1.0
743,3.0,0.0,9.0,62.38,63.11,,,0.812,1.0,2.0,9.0,2.0,2.0,6.0,-1.0,62.01,6.0,5.0,4.0,2.0,0.265,26.0,5.0,1.0,14.0,187.5,252.44,372.06,70.0,8743.0,0.0,4687500.0,1.0
7241,1.0,1.0,-1.0,44.8,42.28,-1.1059999999999999,1.146,0.996,1.0,1.0,2.0,5.0,0.0,6.0,10.0,46.02,6.0,1.0,0.0,3.0,-1.5419999999999998,28.0,6.0,1.0,8.0,133.1,84.56,276.12,8.0,2885.44,3.458,3859900.0,0.0
14166,2.0,1.0,-1.0,56.02,69.89,0.344,1.5959999999999999,1.9509999999999998,1.0,2.0,11.0,2.0,0.0,8.0,-1.0,58.22,6.0,5.0,0.0,1.0,0.25,27.0,6.0,1.0,17.0,184.13,209.67000000000002,349.32,85.0,9502.83,2.25,18413.0,1.0
14832,3.0,0.0,,40.18,52.88,-0.8740000000000001,-2.197,-0.527,3.0,0.0,,,,7.0,6.0,41.55,5.0,0.0,4.0,3.0,-2.039,18.0,3.0,2.0,,134.61,211.52,207.75,,,,4038300.0000000005,1.0
3006,1.0,0.0,,33.41,29.59,0.36,0.047,-1.652,,0.0,4.0,8.0,0.0,4.0,-1.0,33.47,2.0,0.0,6.0,3.0,-2.039,25.0,3.0,2.0,7.0,96.47,59.18,66.94,0.0,882.84,0.0,1929400.0,0.0
7655,2.0,1.0,10.0,51.5,60.4,-1.317,1.5959999999999999,1.001,,1.0,7.0,2.0,4.0,8.0,-1.0,52.46,4.0,0.0,4.0,2.0,,,,2.0,,164.36,181.2,209.84,,,,3944640.0000000005,1.0
16026,3.0,,10.0,60.81,70.62,0.846,1.4069999999999998,1.9509999999999998,2.0,1.0,12.0,1.0,2.0,6.0,9.0,60.19,6.0,3.0,3.0,1.0,0.526,28.0,6.0,1.0,18.0,191.62,282.48,361.14,54.0,11585.16,,8048040.0,0.0
5825,1.0,,-1.0,58.53,48.44,0.121,-0.11800000000000001,1.196,1.0,3.0,15.0,0.0,0.0,7.0,-1.0,55.78,6.0,6.0,4.0,1.0,0.003,23.0,6.0,1.0,21.0,162.75,96.88,334.68,126.0,9062.76,,0.0,1.0
15541,3.0,0.0,9.0,54.61,61.26,-1.1059999999999999,-0.664,1.756,3.0,2.0,,,1.0,8.0,9.0,55.49,6.0,5.0,4.0,2.0,-1.006,23.0,6.0,2.0,,171.36,245.04,332.94,,,,7368480.000000001,1.0
6004,2.0,5.0,10.0,36.48,45.49,1.5330000000000001,-0.426,0.125,0.0,1.0,2.0,0.0,5.0,3.0,10.0,35.81,4.0,0.0,7.0,2.0,,,,2.0,,117.78,136.47,143.24,,,,942240.0,1.0
2524,1.0,0.0,10.0,52.04,50.66,-0.8959999999999999,-0.9329999999999999,0.32,2.0,0.0,11.0,1.0,7.0,6.0,6.0,53.83,5.0,4.0,4.0,2.0,-2.039,27.0,4.0,1.0,15.0,156.52999999999997,101.32,269.15,60.0,5557.049999999999,-0.0,1565299.9999999998,0.0
16082,,,,60.58,55.71,,,0.052000000000000005,3.0,0.0,,3.0,,6.0,-1.0,59.91,5.0,2.0,0.0,1.0,-1.018,32.0,5.0,1.0,,176.2,,299.54999999999995,,,,528600.0,1.0
4987,3.0,1.0,7.0,63.73,59.9,0.8079999999999999,-0.664,0.052000000000000005,2.0,1.0,25.0,0.0,0.0,6.0,7.0,63.83,6.0,2.0,2.0,2.0,1.319,26.0,5.0,1.0,30.0,187.45999999999998,239.6,382.98,60.0,18677.4,1.319,10310299.999999998,1.0
14401,1.0,0.0,-1.0,57.58,49.68,-0.63,-0.214,,2.0,3.0,25.0,5.0,0.0,6.0,-1.0,47.62,6.0,2.0,1.0,2.0,0.779,29.0,4.0,1.0,29.0,154.88,99.36,285.71999999999997,58.0,11167.32,0.0,5111040.0,0.0
13602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11883,1.0,1.0,16.0,49.56,43.39,0.5710000000000001,0.331,0.509,0.0,0.0,0.0,8.0,0.0,6.0,-1.0,47.81,6.0,0.0,0.0,8.0,-1.006,27.0,3.0,2.0,3.0,140.76,86.78,286.86,0.0,1120.92,6.994,844560.0,0.0
5606,3.0,2.0,9.0,41.32,45.36,,,0.052000000000000005,1.0,0.0,2.0,8.0,0.0,6.0,9.0,42.46,5.0,1.0,5.0,8.0,0.25,32.0,3.0,1.0,5.0,129.14000000000001,181.44,212.3,5.0,1968.7,16.5,2195380.0000000005,0.0
9871,3.0,1.0,,53.92,53.25,,,,,1.0,3.0,,,6.0,9.0,61.24,6.0,1.0,3.0,1.0,0.528,24.0,5.0,1.0,8.0,168.41,213.0,367.44,8.0,4643.52,,0.0,0.0
3107,2.0,0.0,-1.0,50.61,56.21,-1.831,-2.197,-0.7090000000000001,0.0,0.0,8.0,6.0,0.0,5.0,-1.0,44.83,2.0,0.0,3.0,4.0,-1.006,26.0,3.0,2.0,11.0,151.64999999999998,168.63,89.66,0.0,2841.1899999999996,0.0,1819799.9999999998,0.0
12954,3.0,0.0,-1.0,61.06,48.07,-0.18100000000000002,-0.9329999999999999,1.459,2.0,2.0,12.0,4.0,0.0,6.0,-1.0,62.08,6.0,4.0,3.0,6.0,0.528,29.0,6.0,1.0,18.0,171.20999999999998,192.28,372.48,72.0,10165.68,0.0,8218079.999999999,1.0
11153,3.0,1.0,9.0,57.8,46.1,,,0.212,1.0,0.0,6.0,,0.0,6.0,9.0,54.79,6.0,1.0,4.0,,-0.7709999999999999,29.0,3.0,2.0,9.0,158.69,184.4,328.74,9.0,4618.26,,2380350.0,1.0
10439,1.0,1.0,,55.4,51.65,,,,,0.0,6.0,,,9.0,,28.11,4.0,0.0,0.0,8.0,-1.297,21.0,3.0,2.0,9.0,135.16,103.3,112.44,0.0,1941.66,,4054800.0,1.0
15169,2.0,0.0,-1.0,69.98,67.42,1.534,0.773,1.9509999999999998,,2.0,,0.0,2.0,8.0,9.0,67.85,6.0,4.0,4.0,0.0,1.811,24.0,6.0,1.0,,205.25,202.26,407.09999999999997,,,0.0,1847250.0,1.0
