,literacy_home,risk_factors,aspired_occ_b,math_b,reading_b,math_conf_b,verbal_confidence,writing,sports,by_xcurr,homework,hedonics_b,hours_working_b,edu_confidence,aspired_occ_1,math_1,math_status_1,hs_gpa,f1_xcurr,hours_working_1,hedonics_1,math_conf_1,hs_ac_load,ps_level,effort,testing,v_facility,m_facility,academic_p,iq_by_concientiousness,delinquency,wages_cont,graduated_Y
14114,3.0,1.0,10.0,64.65,65.7,,,0.052000000000000005,0.0,1.0,10.0,1.0,0.0,7.0,-1.0,65.65,6.0,3.0,3.0,1.0,,32.0,6.0,1.0,16.0,196.00000000000003,262.8,393.90000000000003,48.0,10507.2,,0.0,1.0
7646,3.0,,9.0,63.74,64.71,0.36,0.6659999999999999,1.001,2.0,2.0,27.0,5.0,0.0,7.0,9.0,60.59,5.0,3.0,1.0,1.0,0.746,24.0,6.0,1.0,33.0,189.04,258.84,302.95000000000005,99.0,18539.07,,8884880.0,1.0
11497,2.0,0.0,-1.0,40.5,46.23,-0.183,0.078,-0.13699999999999998,2.0,0.0,11.0,2.0,0.0,6.0,-1.0,42.39,5.0,2.0,0.0,3.0,0.495,24.0,4.0,1.0,15.0,129.12,138.69,211.95,30.0,5259.599999999999,0.0,90384.0,1.0
4515,2.0,1.0,10.0,59.68,51.03,0.7809999999999999,-1.194,0.052000000000000005,0.0,2.0,8.0,1.0,0.0,8.0,10.0,63.61,6.0,3.0,4.0,2.0,0.495,28.0,6.0,1.0,14.0,174.32,153.09,381.65999999999997,42.0,7486.5,1.495,14817200.0,0.0
15386,,2.0,10.0,55.44,61.51,,,0.052000000000000005,0.0,1.0,13.0,2.0,1.0,9.0,10.0,46.34,4.0,6.0,2.0,3.0,-1.28,21.0,3.0,1.0,16.0,163.29,,185.36,96.0,,1.44,4245540.0,0.0
11815,2.0,0.0,-1.0,63.17,61.88,1.7719999999999998,1.5959999999999999,0.733,0.0,0.0,4.0,2.0,0.0,6.0,-1.0,62.97,6.0,0.0,2.0,1.0,0.8220000000000001,16.0,2.0,2.0,6.0,188.02,185.64000000000001,377.82,0.0,3380.76,0.0,1786190.0,0.0
11881,3.0,1.0,,56.72,54.73,,1.5959999999999999,1.001,1.0,1.0,9.0,8.0,1.0,7.0,10.0,56.6,6.0,2.0,0.0,,-0.755,25.0,4.0,1.0,13.0,168.04999999999998,218.92,339.6,26.0,7260.76,7.245,2016599.9999999998,0.0
9216,2.0,,-1.0,56.51,53.74,-0.867,,1.9509999999999998,0.0,0.0,16.0,,0.0,7.0,-1.0,60.22,6.0,1.0,2.0,,-1.7930000000000001,25.0,5.0,2.0,21.0,170.47,161.22,361.32,21.0,10973.34,,145751.85,1.0
9636,2.0,0.0,10.0,52.83,60.64,-0.381,1.5959999999999999,1.001,2.0,1.0,4.0,1.0,0.0,6.0,-1.0,58.44,5.0,4.0,0.0,1.0,0.528,23.0,3.0,1.0,7.0,171.91,181.92000000000002,292.2,28.0,3318.84,0.0,11174150.0,1.0
3829,3.0,0.0,17.0,48.74,55.96,-0.8690000000000001,0.7040000000000001,1.001,3.0,2.0,,8.0,0.0,6.0,9.0,50.38,6.0,5.0,4.0,4.0,1.0190000000000001,24.0,6.0,1.0,,155.08,223.84,302.28000000000003,,,0.0,6513360.000000001,1.0
14183,2.0,2.0,-1.0,48.74,51.65,-0.392,-2.197,0.247,2.0,0.0,25.0,8.0,0.0,9.0,12.0,42.5,5.0,3.0,6.0,8.0,-0.757,26.0,2.0,2.0,27.0,142.89,154.95,212.5,81.0,9921.15,14.486,714449.9999999999,1.0
11483,2.0,1.0,10.0,54.47,58.3,-0.63,-0.6409999999999999,0.052000000000000005,2.0,1.0,16.0,1.0,1.0,7.0,9.0,54.13,6.0,3.0,5.0,2.0,-0.51,28.0,4.0,1.0,20.0,166.9,174.89999999999998,324.78000000000003,60.0,9993.6,0.49,1669000.0,0.0
10833,2.0,2.0,16.0,79.49,61.14,1.7719999999999998,-0.07200000000000001,-0.898,1.0,0.0,13.0,3.0,0.0,7.0,-1.0,71.85,6.0,0.0,0.0,8.0,,29.0,5.0,1.0,18.0,212.48,183.42000000000002,431.09999999999997,0.0,11061.36,,0.0,1.0
11296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7381,3.0,2.0,4.0,50.51,46.96,-1.329,0.52,1.464,3.0,1.0,,2.0,0.0,4.0,4.0,47.46,5.0,4.0,1.0,3.0,-2.039,26.0,5.0,2.0,,144.93,187.84,237.3,,,-0.07800000000000029,4637760.0,1.0
13595,2.0,0.0,-1.0,68.84,64.83,0.846,-0.41,1.9509999999999998,0.0,5.0,14.0,2.0,0.0,8.0,-1.0,67.16,6.0,4.0,1.0,1.0,1.27,27.0,6.0,1.0,20.0,200.83,194.49,402.96,80.0,11949.0,0.0,12652290.0,1.0
15715,3.0,0.0,,64.01,64.22,,,-0.41100000000000003,,3.0,12.0,,,8.0,10.0,61.62,6.0,2.0,0.0,2.0,1.548,23.0,5.0,1.0,17.0,189.85000000000002,256.88,369.71999999999997,34.0,10652.199999999999,,0.0,0.0
13516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3533,3.0,0.0,10.0,57.7,56.21,0.14800000000000002,1.4069999999999998,1.9509999999999998,2.0,4.0,13.0,1.0,2.0,6.0,10.0,55.68,6.0,5.0,3.0,1.0,0.522,31.0,6.0,1.0,19.0,169.59,224.84,334.08,95.0,10619.48,0.0,8818680.0,0.0
11465,,,,42.24,43.5,,,,,,,,,8.0,10.0,48.25,6.0,5.0,5.0,,,27.0,5.0,1.0,,133.99,,289.5,,,,0.0,1.0
3375,2.0,1.0,10.0,46.51,52.02,-1.1059999999999999,0.585,1.025,3.0,2.0,4.0,3.0,2.0,7.0,9.0,46.64,4.0,3.0,7.0,1.0,-1.531,26.0,4.0,2.0,8.0,145.17000000000002,156.06,186.56,24.0,2740.96,1.469,725850.0000000001,1.0
7103,2.0,1.0,16.0,62.17,58.55,0.5710000000000001,0.331,1.001,1.0,0.0,14.0,0.0,0.0,9.0,-1.0,60.21,5.0,4.0,2.0,1.0,,26.0,6.0,1.0,20.0,180.93,175.64999999999998,301.05,80.0,9534.0,,6151620.0,1.0
8163,,,,40.54,39.92,,,,,,,,,4.0,9.0,36.86,4.0,0.0,2.0,1.0,,17.0,2.0,3.0,,117.32000000000001,,147.44,,,,1173200.0,0.0
5905,2.0,,10.0,41.76,44.87,-0.42,-0.9329999999999999,-0.24600000000000002,0.0,1.0,3.0,4.0,4.0,6.0,6.0,44.62,4.0,3.0,5.0,4.0,-0.7709999999999999,23.0,4.0,2.0,7.0,131.25,134.60999999999999,178.48,21.0,2191.6299999999997,,3281250.0,0.0
9193,2.0,1.0,9.0,50.78,42.28,-0.8959999999999999,-0.9329999999999999,0.052000000000000005,1.0,0.0,7.0,3.0,0.0,7.0,-1.0,61.22,6.0,2.0,1.0,3.0,0.483,24.0,5.0,1.0,12.0,154.28,126.84,367.32,24.0,5929.92,3.483,4628400.0,0.0
9182,2.0,2.0,9.0,56.81,52.63,,,,0.0,0.0,2.0,5.0,0.0,9.0,11.0,56.2,5.0,3.0,4.0,,0.032,23.0,3.0,2.0,5.0,165.64,157.89000000000001,281.0,15.0,2194.45,10.064,4969200.0,0.0
1953,2.0,1.0,-1.0,73.69,66.44,0.7809999999999999,0.331,0.052000000000000005,0.0,5.0,14.0,3.0,2.0,7.0,9.0,68.02,6.0,6.0,2.0,3.0,0.265,32.0,6.0,1.0,20.0,208.14999999999998,199.32,408.12,120.0,12148.800000000001,3.265,9783049.999999998,1.0
8548,1.0,4.0,12.0,34.78,39.45,,,-0.7090000000000001,2.0,0.0,9.0,5.0,0.0,4.0,12.0,41.85,4.0,2.0,5.0,3.0,-0.7609999999999999,22.0,4.0,2.0,13.0,116.08000000000001,78.9,167.4,26.0,3201.9,16.956,580400.0000000001,1.0
14391,3.0,0.0,9.0,61.74,55.84,-0.8690000000000001,-0.11800000000000001,0.812,0.0,2.0,13.0,0.0,1.0,4.0,16.0,55.23,5.0,1.0,1.0,1.0,0.019,28.0,4.0,2.0,17.0,172.81,223.36,276.15,17.0,8491.67,0.0,6048350.0,0.0
8185,3.0,1.0,9.0,57.8,55.22,,,-0.898,2.0,0.0,2.0,1.0,2.0,6.0,-1.0,47.52,6.0,1.0,0.0,2.0,0.795,23.0,4.0,2.0,6.0,160.54,220.88,285.12,6.0,3036.0,1.795,240810.0,0.0
13190,3.0,1.0,9.0,48.44,56.82,,,0.733,2.0,0.0,24.0,2.0,0.0,6.0,14.0,48.33,6.0,6.0,8.0,3.0,,28.0,4.0,2.0,28.0,153.58999999999997,227.28,289.98,168.0,14483.279999999999,,6911549.999999999,1.0
12569,,1.0,,39.02,40.93,,,-1.847,1.0,0.0,8.0,4.0,,4.0,8.0,39.23,6.0,2.0,6.0,3.0,0.773,22.0,2.0,2.0,10.0,119.18,,235.38,20.0,,4.773,101898.90000000001,0.0
10602,1.0,1.0,9.0,49.6,55.22,-1.831,0.07,,0.0,0.0,12.0,8.0,0.0,7.0,16.0,51.19,4.0,1.0,0.0,7.0,,21.0,3.0,2.0,15.0,156.01,110.44,204.76,15.0,4728.0,,624040.0,0.0
7901,3.0,0.0,12.0,56.79,51.4,-0.154,0.331,,0.0,0.0,19.0,7.0,0.0,6.0,-1.0,47.27,5.0,0.0,4.0,5.0,-0.001,23.0,4.0,1.0,23.0,155.46,205.6,236.35000000000002,0.0,10164.85,0.0,4041960.0,0.0
4570,3.0,0.0,2.0,49.85,48.94,0.095,-0.664,-0.898,0.0,1.0,7.0,2.0,0.0,9.0,2.0,50.05,5.0,0.0,4.0,2.0,,23.0,2.0,2.0,9.0,148.83999999999997,195.76,250.25,0.0,4014.09,,5507079.999999999,1.0
5836,3.0,0.0,9.0,49.92,50.17,0.818,0.877,-1.3840000000000001,1.0,1.0,8.0,3.0,0.0,4.0,10.0,46.43,5.0,5.0,6.0,3.0,0.773,32.0,4.0,2.0,12.0,146.52,200.68,232.15,60.0,5193.960000000001,0.0,3809520.0000000005,1.0
14926,2.0,1.0,-1.0,71.02,62.49,,,,2.0,4.0,22.0,5.0,2.0,8.0,9.0,71.15,6.0,5.0,2.0,1.0,,26.0,5.0,1.0,27.0,204.66,187.47,426.90000000000003,135.0,16587.99,,3683880.0,0.0
9325,,,,55.07,47.92,,,,,,,,,8.0,10.0,59.53,,,0.0,3.0,,23.0,5.0,1.0,,162.52,,,,,,568820.0,1.0
7346,3.0,5.0,12.0,40.25,36.98,1.083,1.219,,0.0,0.0,9.0,,0.0,7.0,12.0,32.64,3.0,3.0,9.0,1.0,0.757,25.0,2.0,2.0,11.0,109.86999999999999,147.92,97.92,33.0,2704.24,,164805.0,0.0
2807,3.0,0.0,9.0,62.55,56.08,1.7719999999999998,1.5959999999999999,1.459,2.0,2.0,30.0,,0.0,7.0,9.0,60.6,4.0,4.0,1.0,8.0,,27.0,6.0,1.0,36.0,179.23,224.32,242.4,144.0,16801.920000000002,,6989970.0,1.0
12367,0.0,,10.0,44.48,37.6,,,-0.898,0.0,0.0,3.0,5.0,0.0,4.0,16.0,46.93,4.0,1.0,0.0,3.0,0.741,33.0,5.0,2.0,8.0,129.01,37.6,187.72,8.0,1802.56,,0.0,1.0
15915,2.0,1.0,12.0,59.3,59.04,1.7719999999999998,-0.6409999999999999,0.046,0.0,0.0,4.0,8.0,2.0,6.0,17.0,63.57,5.0,2.0,2.0,,1.319,26.0,3.0,2.0,7.0,181.91,177.12,317.85,14.0,3464.79,9.318999999999999,5639210.0,0.0
10323,2.0,2.0,-1.0,31.83,44.01,-0.8959999999999999,-0.552,-0.24600000000000002,0.0,0.0,4.0,,0.0,6.0,-1.0,32.95,5.0,1.0,0.0,3.0,0.483,21.0,2.0,2.0,6.0,108.79,132.03,164.75,6.0,1780.6799999999998,,1849430.0,0.0
13250,3.0,,10.0,61.68,51.65,1.5230000000000001,0.846,-0.14300000000000002,3.0,0.0,17.0,,0.0,6.0,13.0,60.33,6.0,3.0,8.0,8.0,0.779,25.0,4.0,1.0,21.0,173.66,206.6,361.98,63.0,11940.18,,5209800.0,0.0
15818,3.0,0.0,10.0,52.83,49.8,-0.39299999999999996,-2.197,,3.0,6.0,,3.0,0.0,8.0,10.0,59.83,6.0,6.0,3.0,3.0,-0.51,29.0,5.0,1.0,,162.45999999999998,199.2,358.98,,,0.0,4548879.999999999,0.0
662,3.0,0.0,9.0,54.06,63.72,-0.63,-0.9329999999999999,1.001,3.0,1.0,13.0,3.0,,7.0,9.0,57.58,6.0,4.0,1.0,1.0,0.8059999999999999,24.0,6.0,1.0,19.0,175.36,254.88,345.48,76.0,11406.84,0.0,4910080.0,0.0
15552,3.0,,-1.0,59.8,64.09,,,1.9509999999999998,1.0,3.0,12.0,1.0,,6.0,9.0,58.88,6.0,5.0,1.0,1.0,0.25,25.0,6.0,1.0,18.0,182.77,256.36,353.28000000000003,90.0,10973.520000000002,,2010470.0,1.0
6928,1.0,2.0,16.0,48.18,39.32,-0.11599999999999999,0.078,0.052000000000000005,0.0,0.0,7.0,7.0,0.0,6.0,16.0,51.8,6.0,1.0,7.0,3.0,1.811,22.0,6.0,2.0,13.0,139.3,78.64,310.79999999999995,13.0,5062.719999999999,17.622,487550.00000000006,0.0
4266,2.0,1.0,10.0,67.4,59.9,1.561,1.034,0.052000000000000005,0.0,3.0,8.0,2.0,3.0,7.0,9.0,61.11,6.0,5.0,2.0,3.0,1.008,34.0,5.0,1.0,13.0,188.41000000000003,179.7,366.65999999999997,65.0,7102.6799999999985,3.008,4710250.000000001,1.0
14419,3.0,0.0,-1.0,57.16,60.03,1.561,1.304,0.618,0.0,1.0,3.0,8.0,0.0,9.0,-1.0,59.82,6.0,1.0,0.0,2.0,,27.0,5.0,1.0,8.0,177.01,240.12,358.92,8.0,4792.32,,2301130.0,0.0
16043,3.0,2.0,10.0,58.27,50.79,1.7719999999999998,1.5959999999999999,1.08,3.0,3.0,12.0,1.0,0.0,7.0,10.0,57.55,6.0,5.0,0.0,1.0,,34.0,5.0,1.0,17.0,166.61,203.16,345.29999999999995,85.0,9323.819999999998,,8330500.000000001,1.0
14083,2.0,0.0,10.0,44.21,47.7,-1.317,1.5959999999999999,0.7040000000000001,3.0,0.0,15.0,,3.0,7.0,10.0,43.74,5.0,0.0,4.0,3.0,-0.264,28.0,5.0,1.0,20.0,135.65,143.10000000000002,218.70000000000002,0.0,7236.000000000002,,406950.0,0.0
2910,3.0,0.0,9.0,53.72,56.33,,,0.423,1.0,1.0,22.0,0.0,0.0,6.0,9.0,53.63,6.0,0.0,4.0,2.0,,19.0,2.0,2.0,24.0,163.68,225.32,321.78000000000003,0.0,13130.400000000001,,5237760.0,0.0
8658,1.0,1.0,-1.0,43.81,31.56,-0.14400000000000002,-0.9329999999999999,-0.898,2.0,0.0,2.0,1.0,0.0,6.0,16.0,38.2,3.0,0.0,5.0,2.0,,29.0,3.0,2.0,5.0,113.57000000000001,63.12,114.60000000000001,0.0,888.6,,3066390.0,0.0
1919,3.0,1.0,-1.0,60.23,66.93,-1.135,-0.41,0.052000000000000005,0.0,2.0,9.0,8.0,1.0,6.0,-1.0,64.83,6.0,4.0,3.0,8.0,0.019,25.0,5.0,1.0,14.0,191.99,267.72,388.98,56.0,9193.800000000001,8.019,3839800.0,1.0
16009,3.0,2.0,-1.0,56.92,65.45,1.7719999999999998,1.5959999999999999,0.027999999999999997,1.0,0.0,2.0,2.0,0.0,7.0,-1.0,64.59,6.0,2.0,0.0,2.0,1.811,24.0,4.0,1.0,6.0,186.96,261.8,387.54,12.0,3896.04,7.622,16826400.0,1.0
12868,3.0,1.0,-1.0,68.16,68.53,-0.365,0.331,1.001,1.0,3.0,21.0,2.0,0.0,6.0,9.0,61.65,6.0,3.0,1.0,1.0,-0.782,31.0,4.0,1.0,25.0,198.34,274.12,369.9,75.0,16100.5,1.218,4363480.0,1.0
11925,3.0,2.0,10.0,30.17,41.05,,,,0.0,0.0,13.0,8.0,0.0,4.0,15.0,32.26,,0.0,0.0,1.0,-0.265,28.0,3.0,2.0,16.0,103.47999999999999,164.2,,0.0,,15.47,0.0,1.0
1573,,0.0,-1.0,56.42,53.5,,,-0.435,4.0,1.0,16.0,,,4.0,-1.0,50.59,5.0,2.0,3.0,5.0,0.27699999999999997,25.0,3.0,2.0,19.0,160.51,,252.95000000000002,38.0,,,5778360.0,0.0
14088,3.0,1.0,12.0,40.61,41.79,-0.31,-1.102,,3.0,0.0,3.0,2.0,2.0,9.0,12.0,36.89,5.0,1.0,6.0,2.0,0.501,28.0,4.0,2.0,7.0,119.29,167.16,184.45,7.0,2461.27,2.501,2624380.0,0.0
7000,,,,54.95,55.65,,,,,,,,,7.0,10.0,57.61,6.0,1.0,5.0,1.0,,22.0,6.0,2.0,,168.20999999999998,,345.65999999999997,,,,5887349.999999999,1.0
7616,3.0,0.0,9.0,31.77,38.71,-1.594,1.3419999999999999,0.893,0.0,0.0,3.0,,2.0,4.0,16.0,42.47,3.0,2.0,1.0,2.0,-1.514,22.0,2.0,2.0,5.0,112.95,154.84,127.41,10.0,1411.25,,0.0,0.0
9510,3.0,1.0,-1.0,62.41,62.74,1.7719999999999998,-0.483,,1.0,4.0,14.0,2.0,5.0,6.0,-1.0,62.79,5.0,6.0,4.0,1.0,,23.0,4.0,2.0,18.0,187.94,250.96,313.95,108.0,10168.38,,3194980.0,0.0
3236,3.0,1.0,14.0,51.57,61.26,0.5710000000000001,0.331,1.001,0.0,7.0,13.0,2.0,0.0,8.0,14.0,57.31,6.0,2.0,1.0,3.0,-0.259,27.0,6.0,1.0,19.0,170.14,245.04,343.86,38.0,11189.1,1.741,340280.0,1.0
14719,0.0,,9.0,49.32,44.99,,,,0.0,0.0,4.0,2.0,0.0,7.0,-1.0,42.74,6.0,2.0,0.0,4.0,,25.0,4.0,1.0,8.0,137.05,44.99,256.44,16.0,2411.44,,0.0,1.0
16083,2.0,1.0,10.0,61.2,59.16,,,0.349,0.0,1.0,7.0,1.0,2.0,7.0,9.0,65.35,6.0,4.0,1.0,1.0,1.27,27.0,5.0,1.0,12.0,185.70999999999998,177.48,392.09999999999997,48.0,6834.959999999999,2.27,3714199.9999999995,1.0
15205,3.0,2.0,,53.14,53.13,,,1.756,,1.0,15.0,,,8.0,7.0,65.88,6.0,4.0,0.0,1.0,0.003,,,1.0,,172.15,212.52,395.28,,,,13772000.0,0.0
2465,,,9.0,35.16,42.53,,,-0.703,1.0,2.0,8.0,3.0,2.0,9.0,15.0,32.45,2.0,1.0,7.0,1.0,,23.0,3.0,3.0,11.0,110.14,,64.9,11.0,,,8811200.0,1.0
12893,,0.0,-1.0,49.11,55.22,,,-1.847,0.0,2.0,5.0,1.0,0.0,6.0,9.0,49.69,6.0,2.0,4.0,3.0,,32.0,2.0,1.0,7.0,154.01999999999998,,298.14,14.0,,,616079.9999999999,1.0
923,3.0,0.0,9.0,64.45,57.69,-0.63,-0.9329999999999999,0.052000000000000005,2.0,0.0,18.0,8.0,2.0,7.0,-1.0,63.04,6.0,2.0,3.0,3.0,-0.509,28.0,4.0,1.0,22.0,185.18,230.76,378.24,44.0,13398.0,0.0,8333100.0,1.0
8774,3.0,0.0,-1.0,48.97,46.1,0.846,-0.23,1.196,3.0,1.0,4.0,5.0,0.0,7.0,13.0,49.4,6.0,4.0,4.0,2.0,,25.0,5.0,1.0,9.0,144.47,184.4,296.4,36.0,4327.2,,6501150.0,1.0
4637,,,,57.49,52.52,,,,,,,,,7.0,-1.0,46.28,6.0,1.0,4.0,0.0,,30.0,2.0,2.0,,156.29000000000002,,277.68,,,,3438380.0000000005,0.0
9226,1.0,1.0,12.0,40.69,33.41,-1.123,-0.38,,0.0,0.0,5.0,,0.0,4.0,9.0,41.94,4.0,1.0,5.0,1.0,-1.274,21.0,3.0,2.0,8.0,116.03999999999999,66.82,167.76,8.0,1876.6399999999999,,6962399.999999999,0.0
7019,3.0,2.0,-1.0,42.9,52.63,0.095,0.42700000000000005,1.196,0.0,0.0,3.0,3.0,2.0,7.0,9.0,43.84,4.0,1.0,3.0,3.0,,15.0,4.0,2.0,7.0,139.37,210.52,175.36,7.0,2701.16,,2508660.0,0.0
7391,3.0,1.0,16.0,49.08,36.37,0.5710000000000001,-2.009,0.052000000000000005,1.0,0.0,7.0,,0.0,9.0,6.0,52.18,5.0,2.0,6.0,2.0,0.528,27.0,4.0,1.0,11.0,137.63,145.48,260.9,22.0,4470.18,,3440750.0,0.0
14164,2.0,0.0,10.0,47.03,56.95,-1.135,1.5959999999999999,1.001,3.0,1.0,4.0,4.0,0.0,8.0,-1.0,48.58,6.0,3.0,4.0,4.0,-0.504,30.0,4.0,1.0,8.0,152.56,170.85000000000002,291.48,24.0,3698.6400000000003,0.0,3814000.0,1.0
12110,3.0,0.0,10.0,47.52,61.88,-0.392,0.789,0.32,1.0,3.0,6.0,2.0,0.0,7.0,9.0,42.88,5.0,6.0,0.0,2.0,0.013999999999999999,32.0,5.0,1.0,11.0,152.28,247.52,214.4,66.0,5081.12,0.0,2284200.0,0.0
8396,,,-1.0,40.64,30.58,,,0.24100000000000002,0.0,1.0,,3.0,3.0,7.0,16.0,35.0,6.0,1.0,5.0,4.0,,22.0,3.0,2.0,,106.22,,210.0,,,,2974160.0,1.0
3025,3.0,,9.0,59.2,49.55,-0.659,-1.122,0.052000000000000005,0.0,1.0,15.0,2.0,0.0,6.0,9.0,56.18,5.0,3.0,4.0,2.0,0.25,27.0,6.0,1.0,21.0,164.93,198.2,280.9,63.0,10061.099999999999,,7421850.0,1.0
1153,3.0,0.0,10.0,86.68,67.67,0.5710000000000001,0.331,1.9509999999999998,1.0,5.0,6.0,0.0,0.0,8.0,10.0,74.97,6.0,4.0,0.0,2.0,1.811,34.0,6.0,1.0,12.0,229.32000000000002,270.68,449.82,48.0,8646.0,0.0,36691200.0,1.0
14163,3.0,,10.0,53.0,44.87,0.121,0.331,1.001,2.0,0.0,,,0.0,8.0,9.0,52.53,6.0,2.0,0.0,3.0,-0.755,29.0,6.0,1.0,,150.4,179.48,315.18,,,,902400.0,1.0
3898,3.0,0.0,-1.0,53.59,47.46,-0.63,-0.9329999999999999,,3.0,1.0,16.0,6.0,0.0,6.0,9.0,53.9,5.0,1.0,4.0,3.0,-0.755,28.0,4.0,2.0,20.0,154.95000000000002,189.84,269.5,20.0,9186.800000000001,0.0,3408900.0000000005,1.0
3627,1.0,1.0,10.0,60.07,60.03,0.121,1.5959999999999999,0.052000000000000005,1.0,0.0,,,0.0,8.0,10.0,61.16,5.0,0.0,2.0,1.0,,25.0,5.0,2.0,,181.26,120.06,305.79999999999995,,,,4712760.0,0.0
12543,2.0,0.0,-1.0,32.87,44.75,-0.5770000000000001,-0.387,,1.0,0.0,7.0,0.0,0.0,3.0,-1.0,35.4,5.0,1.0,3.0,2.0,-0.755,26.0,3.0,2.0,10.0,113.02000000000001,134.25,177.0,10.0,3112.5,-0.0,10171800.0,0.0
10155,1.0,,10.0,41.2,38.71,,,0.052000000000000005,0.0,0.0,2.0,,0.0,8.0,15.0,39.18,5.0,2.0,8.0,4.0,,,,3.0,,119.09,77.42,195.9,,,,297725.0,0.0
7280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7639,0.0,2.0,9.0,37.95,38.09,,0.062,-0.14300000000000002,0.0,0.0,5.0,2.0,2.0,4.0,15.0,34.07,4.0,3.0,7.0,6.0,-0.7609999999999999,22.0,3.0,2.0,8.0,110.11000000000001,38.09,136.28,24.0,1394.96,2.478,2752750.0000000005,1.0
7146,3.0,2.0,-1.0,58.55,57.07,1.561,-1.194,-0.405,0.0,0.0,15.0,4.0,0.0,6.0,9.0,67.08,6.0,0.0,3.0,1.0,1.5330000000000001,21.0,4.0,1.0,19.0,182.7,228.28,402.48,0.0,11984.44,11.066,8221499.999999999,0.0
9711,3.0,0.0,9.0,59.58,54.85,1.7719999999999998,-0.9329999999999999,1.196,1.0,0.0,5.0,3.0,1.0,7.0,9.0,66.42,6.0,0.0,4.0,3.0,0.511,24.0,5.0,1.0,10.0,180.85000000000002,219.4,398.52,0.0,6179.2,0.0,5425500.000000001,1.0
897,3.0,1.0,,32.23,34.64,,,,0.0,8.0,,,,9.0,,28.73,5.0,3.0,9.0,8.0,1.068,27.0,2.0,2.0,,95.60000000000001,138.56,143.65,,,,1912000.0000000002,1.0
13062,1.0,0.0,-1.0,52.42,58.67,-1.831,-0.37200000000000005,-0.13699999999999998,2.0,0.0,11.0,6.0,0.0,7.0,-1.0,44.44,5.0,1.0,4.0,3.0,-1.002,27.0,4.0,1.0,15.0,155.53,117.34,222.2,15.0,5093.099999999999,0.0,4976960.0,1.0
5576,3.0,0.0,,53.93,54.48,,,-0.021,,2.0,6.0,,,6.0,16.0,48.4,6.0,4.0,4.0,1.0,1.811,32.0,5.0,1.0,11.0,156.81,217.92,290.4,44.0,5591.5199999999995,,3920250.0,0.0
4081,2.0,4.0,10.0,55.06,71.49,,-0.11800000000000001,-0.14300000000000002,0.0,0.0,,5.0,0.0,6.0,9.0,56.03,6.0,1.0,0.0,2.0,-0.259,25.0,5.0,1.0,,182.57999999999998,214.46999999999997,336.18,,,18.964,2373540.0,0.0
15243,3.0,0.0,10.0,55.68,62.98,,,-0.435,3.0,1.0,15.0,6.0,0.0,8.0,10.0,54.92,6.0,2.0,0.0,6.0,0.528,22.0,4.0,1.0,19.0,173.57999999999998,251.92,329.52,38.0,11047.359999999999,0.0,5207399.999999999,0.0
6905,2.0,2.0,9.0,45.19,43.39,0.5710000000000001,0.331,-0.14300000000000002,5.0,0.0,3.0,5.0,0.0,6.0,14.0,44.97,5.0,2.0,2.0,6.0,1.286,21.0,2.0,1.0,5.0,133.55,130.17000000000002,224.85,10.0,1775.1,12.572,667750.0,0.0
8029,,,,47.81,47.78,,,,,,,,,9.0,16.0,52.54,3.0,2.0,0.0,7.0,,,,2.0,,148.13,,157.62,,,,0.0,1.0
13798,2.0,0.0,-1.0,54.14,60.4,-0.8690000000000001,-0.37200000000000005,0.052000000000000005,2.0,1.0,8.0,4.0,0.0,6.0,9.0,54.01,5.0,3.0,3.0,1.0,-1.5419999999999998,24.0,4.0,1.0,12.0,168.54999999999998,181.2,270.05,36.0,5415.0,0.0,6404899.999999999,1.0
12267,1.0,0.0,9.0,52.71,51.03,,,1.9509999999999998,2.0,0.0,5.0,2.0,0.0,8.0,10.0,50.87,6.0,1.0,0.0,3.0,-0.013999999999999999,30.0,4.0,1.0,9.0,154.61,102.06,305.21999999999997,9.0,3665.5199999999995,0.0,4638300.0,0.0
12469,1.0,2.0,9.0,49.05,47.33,-0.11800000000000001,-0.10300000000000001,-0.21600000000000003,4.0,0.0,6.0,0.0,0.0,6.0,-1.0,47.73,5.0,0.0,5.0,,,,,3.0,,144.10999999999999,94.66,238.64999999999998,,,,2738089.9999999995,1.0
10159,0.0,3.0,-1.0,37.53,49.43,,,,0.0,0.0,27.0,7.0,1.0,6.0,11.0,36.48,6.0,2.0,0.0,4.0,,24.0,2.0,2.0,29.0,123.44,49.43,218.88,58.0,7780.99,,1234400.0,1.0
14620,,,10.0,49.49,45.98,,,0.052000000000000005,1.0,0.0,5.0,5.0,8.0,4.0,12.0,51.49,6.0,2.0,4.0,,0.528,27.0,2.0,1.0,7.0,146.96,,308.94,14.0,,,3674000.0,0.0
911,3.0,0.0,-1.0,59.35,49.68,0.332,-0.6409999999999999,-1.2819999999999998,0.0,1.0,14.0,6.0,2.0,6.0,,61.78,6.0,0.0,5.0,2.0,1.811,28.0,3.0,1.0,17.0,170.81,198.72,370.68,0.0,9679.8,0.0,2049720.0,1.0
