,literacy_home,risk_factors,aspired_occ_b,math_b,reading_b,math_conf_b,verbal_confidence,writing,sports,by_xcurr,homework,hedonics_b,hours_working_b,edu_confidence,aspired_occ_1,math_1,math_status_1,f1_xcurr,hours_working_1,hedonics_1,math_conf_1,hs_ac_load,hs_gpa,ps_level,effort,testing,v_facility,m_facility,academic_p,iq_by_concientiousness,delinquency,wages_cont,graduated_Y
9325,,,,55.07,47.92,,,,,,,,,8.0,10.0,59.53,,,0.0,3.0,,23.0,5.0,1.0,,162.52,,,,,,568820.0,1.0
7346,3.0,5.0,12.0,40.25,36.98,1.083,1.219,,0.0,0.0,9.0,,0.0,7.0,12.0,32.64,3.0,3.0,9.0,1.0,0.757,25.0,2.0,2.0,225.0,109.86999999999999,147.92,97.92,450.0,8358.56,,164805.0,0.0
2807,3.0,0.0,9.0,62.55,56.08,1.7719999999999998,1.5959999999999999,1.459,2.0,2.0,30.0,,0.0,7.0,9.0,60.6,4.0,4.0,1.0,8.0,,27.0,6.0,1.0,810.0,179.23,224.32,242.4,4860.0,26603.04,,6989970.0,1.0
12367,0.0,,10.0,44.48,37.6,,,-0.898,0.0,0.0,3.0,5.0,0.0,4.0,16.0,46.93,4.0,1.0,0.0,3.0,0.741,33.0,5.0,2.0,99.0,129.01,37.6,187.72,495.0,8111.5199999999995,,0.0,1.0
15915,2.0,1.0,12.0,59.3,59.04,1.7719999999999998,-0.6409999999999999,0.046,0.0,0.0,4.0,8.0,2.0,6.0,17.0,63.57,5.0,2.0,2.0,,1.319,26.0,3.0,2.0,104.0,181.91,177.12,317.85,312.0,14849.1,,5639210.0,0.0
10323,2.0,2.0,-1.0,31.83,44.01,-0.8959999999999999,-0.552,-0.24600000000000002,0.0,0.0,4.0,,0.0,6.0,-1.0,32.95,5.0,1.0,0.0,3.0,0.483,21.0,2.0,2.0,84.0,108.79,132.03,164.75,168.0,7419.499999999999,,1849430.0,0.0
13250,3.0,,10.0,61.68,51.65,1.5230000000000001,0.846,-0.14300000000000002,3.0,0.0,17.0,,0.0,6.0,13.0,60.33,6.0,3.0,8.0,8.0,0.779,25.0,4.0,1.0,425.0,173.66,206.6,361.98,1700.0,23880.36,,5209800.0,0.0
15818,3.0,0.0,10.0,52.83,49.8,-0.39299999999999996,-2.197,,3.0,6.0,,3.0,0.0,8.0,10.0,59.83,6.0,6.0,3.0,3.0,-0.51,29.0,5.0,1.0,,162.45999999999998,199.2,358.98,,,0.0,4548879.999999999,0.0
662,3.0,0.0,9.0,54.06,63.72,-0.63,-0.9329999999999999,1.001,3.0,1.0,13.0,3.0,,7.0,9.0,57.58,6.0,4.0,1.0,1.0,0.8059999999999999,24.0,6.0,1.0,312.0,175.36,254.88,345.48,1872.0,22213.32,0.0,4910080.0,0.0
15552,3.0,,-1.0,59.8,64.09,,,1.9509999999999998,1.0,3.0,12.0,1.0,,6.0,9.0,58.88,6.0,5.0,1.0,1.0,0.25,25.0,6.0,1.0,300.0,182.77,256.36,353.28000000000003,1800.0,22556.680000000004,,2010470.0,1.0
6928,1.0,2.0,16.0,48.18,39.32,-0.11599999999999999,0.078,0.052000000000000005,0.0,0.0,7.0,7.0,0.0,6.0,16.0,51.8,6.0,1.0,7.0,3.0,1.811,22.0,6.0,2.0,154.0,139.3,78.64,310.79999999999995,924.0,11293.759999999998,20.0,487550.00000000006,0.0
4266,2.0,1.0,10.0,67.4,59.9,1.561,1.034,0.052000000000000005,0.0,3.0,8.0,2.0,3.0,7.0,9.0,61.11,6.0,5.0,2.0,3.0,1.008,34.0,5.0,1.0,272.0,188.41000000000003,179.7,366.65999999999997,1360.0,22947.119999999995,5.0,4710250.000000001,1.0
14419,3.0,0.0,-1.0,57.16,60.03,1.561,1.304,0.618,0.0,1.0,3.0,8.0,0.0,9.0,-1.0,59.82,6.0,1.0,0.0,2.0,,27.0,5.0,1.0,81.0,177.01,240.12,358.92,405.0,17971.199999999997,0.0,2301130.0,0.0
16043,3.0,2.0,10.0,58.27,50.79,1.7719999999999998,1.5959999999999999,1.08,3.0,3.0,12.0,1.0,0.0,7.0,10.0,57.55,6.0,5.0,0.0,1.0,,34.0,5.0,1.0,408.0,166.61,203.16,345.29999999999995,2040.0,25229.159999999996,4.0,8330500.000000001,1.0
14083,2.0,0.0,10.0,44.21,47.7,-1.317,1.5959999999999999,0.7040000000000001,3.0,0.0,15.0,,3.0,7.0,10.0,43.74,5.0,0.0,4.0,3.0,-0.264,28.0,5.0,1.0,420.0,135.65,143.10000000000002,218.70000000000002,2100.0,15557.400000000003,,406950.0,0.0
2910,3.0,0.0,9.0,53.72,56.33,,,0.423,1.0,1.0,22.0,0.0,0.0,6.0,9.0,53.63,6.0,0.0,4.0,2.0,,19.0,2.0,2.0,418.0,163.68,225.32,321.78000000000003,836.0,22431.100000000002,0.0,5237760.0,0.0
8658,1.0,1.0,-1.0,43.81,31.56,-0.14400000000000002,-0.9329999999999999,-0.898,2.0,0.0,2.0,1.0,0.0,6.0,16.0,38.2,3.0,0.0,5.0,2.0,,29.0,3.0,2.0,58.0,113.57000000000001,63.12,114.60000000000001,174.0,5509.32,3.0,3066390.0,0.0
1919,3.0,1.0,-1.0,60.23,66.93,-1.135,-0.41,0.052000000000000005,0.0,2.0,9.0,8.0,1.0,6.0,-1.0,64.83,6.0,4.0,3.0,8.0,0.019,25.0,5.0,1.0,225.0,191.99,267.72,388.98,1125.0,22327.800000000003,16.0,3839800.0,1.0
16009,3.0,2.0,-1.0,56.92,65.45,1.7719999999999998,1.5959999999999999,0.027999999999999997,1.0,0.0,2.0,2.0,0.0,7.0,-1.0,64.59,6.0,2.0,0.0,2.0,1.811,24.0,4.0,1.0,48.0,186.96,261.8,387.54,192.0,16882.84,8.0,16826400.0,1.0
12868,3.0,1.0,-1.0,68.16,68.53,-0.365,0.331,1.001,1.0,3.0,21.0,2.0,0.0,6.0,9.0,61.65,6.0,3.0,1.0,1.0,-0.782,31.0,4.0,1.0,651.0,198.34,274.12,369.9,2604.0,33489.04,3.0,4363480.0,1.0
11925,3.0,2.0,10.0,30.17,41.05,,,,0.0,0.0,13.0,8.0,0.0,4.0,15.0,32.26,,0.0,0.0,1.0,-0.265,28.0,3.0,2.0,364.0,103.47999999999999,164.2,,1092.0,,18.0,0.0,1.0
1573,,0.0,-1.0,56.42,53.5,,,-0.435,4.0,1.0,16.0,,,4.0,-1.0,50.59,5.0,2.0,3.0,5.0,0.27699999999999997,25.0,3.0,2.0,400.0,160.51,,252.95000000000002,1200.0,,,5778360.0,0.0
14088,3.0,1.0,12.0,40.61,41.79,-0.31,-1.102,,3.0,0.0,3.0,2.0,2.0,9.0,12.0,36.89,5.0,1.0,6.0,2.0,0.501,28.0,4.0,2.0,84.0,119.29,167.16,184.45,336.0,10899.91,4.0,2624380.0,0.0
7000,,,,54.95,55.65,,,,,,,,,7.0,10.0,57.61,6.0,1.0,5.0,1.0,,22.0,6.0,2.0,,168.20999999999998,,345.65999999999997,,,,5887349.999999999,1.0
7616,3.0,0.0,9.0,31.77,38.71,-1.594,1.3419999999999999,0.893,0.0,0.0,3.0,,2.0,4.0,16.0,42.47,3.0,2.0,1.0,2.0,-1.514,22.0,2.0,2.0,66.0,112.95,154.84,127.41,132.0,7056.25,,0.0,0.0
9510,3.0,1.0,-1.0,62.41,62.74,1.7719999999999998,-0.483,,1.0,4.0,14.0,2.0,5.0,6.0,-1.0,62.79,5.0,6.0,4.0,1.0,,23.0,4.0,2.0,322.0,187.94,250.96,313.95,1288.0,20901.67,3.0,3194980.0,0.0
3236,3.0,1.0,14.0,51.57,61.26,0.5710000000000001,0.331,1.001,0.0,7.0,13.0,2.0,0.0,8.0,14.0,57.31,6.0,2.0,1.0,3.0,-0.259,27.0,6.0,1.0,351.0,170.14,245.04,343.86,2106.0,23556.0,5.0,340280.0,1.0
14719,0.0,,9.0,49.32,44.99,,,,0.0,0.0,4.0,2.0,0.0,7.0,-1.0,42.74,6.0,2.0,0.0,4.0,,25.0,4.0,1.0,100.0,137.05,44.99,256.44,400.0,8741.47,,0.0,1.0
16083,2.0,1.0,10.0,61.2,59.16,,,0.349,0.0,1.0,7.0,1.0,2.0,7.0,9.0,65.35,6.0,4.0,1.0,1.0,1.27,27.0,5.0,1.0,189.0,185.70999999999998,177.48,392.09999999999997,945.0,19365.719999999998,2.0,3714199.9999999995,1.0
15205,3.0,2.0,,53.14,53.13,,,1.756,,1.0,15.0,,,8.0,7.0,65.88,6.0,4.0,0.0,1.0,0.003,,,1.0,,172.15,212.52,395.28,,,,13772000.0,0.0
2465,,,9.0,35.16,42.53,,,-0.703,1.0,2.0,8.0,3.0,2.0,9.0,15.0,32.45,2.0,1.0,7.0,1.0,,23.0,3.0,3.0,184.0,110.14,,64.9,552.0,,,8811200.0,1.0
12893,,0.0,-1.0,49.11,55.22,,,-1.847,0.0,2.0,5.0,1.0,0.0,6.0,9.0,49.69,6.0,2.0,4.0,3.0,,32.0,2.0,1.0,160.0,154.01999999999998,,298.14,320.0,,0.0,616079.9999999999,1.0
923,3.0,0.0,9.0,64.45,57.69,-0.63,-0.9329999999999999,0.052000000000000005,2.0,0.0,18.0,8.0,2.0,7.0,-1.0,63.04,6.0,2.0,3.0,3.0,-0.509,28.0,4.0,1.0,504.0,185.18,230.76,378.24,2016.0,28014.0,0.0,8333100.0,1.0
8774,3.0,0.0,-1.0,48.97,46.1,0.846,-0.23,1.196,3.0,1.0,4.0,5.0,0.0,7.0,13.0,49.4,6.0,4.0,4.0,2.0,,25.0,5.0,1.0,100.0,144.47,184.4,296.4,500.0,13943.199999999999,0.0,6501150.0,1.0
4637,,,,57.49,52.52,,,,,,,,,7.0,-1.0,46.28,6.0,1.0,4.0,0.0,,30.0,2.0,2.0,,156.29000000000002,,277.68,,,,3438380.0000000005,0.0
9226,1.0,1.0,12.0,40.69,33.41,-1.123,-0.38,,0.0,0.0,5.0,,0.0,4.0,9.0,41.94,4.0,1.0,5.0,1.0,-1.274,21.0,3.0,2.0,105.0,116.03999999999999,66.82,167.76,315.0,6099.08,,6962399.999999999,0.0
7019,3.0,2.0,-1.0,42.9,52.63,0.095,0.42700000000000005,1.196,0.0,0.0,3.0,3.0,2.0,7.0,9.0,43.84,4.0,1.0,3.0,3.0,,15.0,4.0,2.0,45.0,139.37,210.52,175.36,180.0,6945.84,12.0,2508660.0,0.0
7391,3.0,1.0,16.0,49.08,36.37,0.5710000000000001,-2.009,0.052000000000000005,1.0,0.0,7.0,,0.0,9.0,6.0,52.18,5.0,2.0,6.0,2.0,0.528,27.0,4.0,1.0,189.0,137.63,145.48,260.9,756.0,13816.92,,3440750.0,0.0
14164,2.0,0.0,10.0,47.03,56.95,-1.135,1.5959999999999999,1.001,3.0,1.0,4.0,4.0,0.0,8.0,-1.0,48.58,6.0,3.0,4.0,4.0,-0.504,30.0,4.0,1.0,120.0,152.56,170.85000000000002,291.48,480.0,15719.220000000001,0.0,3814000.0,1.0
12110,3.0,0.0,10.0,47.52,61.88,-0.392,0.789,0.32,1.0,3.0,6.0,2.0,0.0,7.0,9.0,42.88,5.0,6.0,0.0,2.0,0.013999999999999999,32.0,5.0,1.0,192.0,152.28,247.52,214.4,960.0,17552.96,0.0,2284200.0,0.0
8396,,,-1.0,40.64,30.58,,,0.24100000000000002,0.0,1.0,,3.0,3.0,7.0,16.0,35.0,6.0,1.0,5.0,4.0,,22.0,3.0,2.0,,106.22,,210.0,,,,2974160.0,1.0
3025,3.0,,9.0,59.2,49.55,-0.659,-1.122,0.052000000000000005,0.0,1.0,15.0,2.0,0.0,6.0,9.0,56.18,5.0,3.0,4.0,2.0,0.25,27.0,6.0,1.0,405.0,164.93,198.2,280.9,2430.0,20122.199999999997,,7421850.0,1.0
1153,3.0,0.0,10.0,86.68,67.67,0.5710000000000001,0.331,1.9509999999999998,1.0,5.0,6.0,0.0,0.0,8.0,10.0,74.97,6.0,4.0,0.0,2.0,1.811,34.0,6.0,1.0,204.0,229.32000000000002,270.68,449.82,1224.0,28820.0,0.0,36691200.0,1.0
14163,3.0,,10.0,53.0,44.87,0.121,0.331,1.001,2.0,0.0,,,0.0,8.0,9.0,52.53,6.0,2.0,0.0,3.0,-0.755,29.0,6.0,1.0,,150.4,179.48,315.18,,,,902400.0,1.0
3898,3.0,0.0,-1.0,53.59,47.46,-0.63,-0.9329999999999999,,3.0,1.0,16.0,6.0,0.0,6.0,9.0,53.9,5.0,1.0,4.0,3.0,-0.755,28.0,4.0,2.0,448.0,154.95000000000002,189.84,269.5,1792.0,20210.960000000003,0.0,3408900.0000000005,1.0
3627,1.0,1.0,10.0,60.07,60.03,0.121,1.5959999999999999,0.052000000000000005,1.0,0.0,,,0.0,8.0,10.0,61.16,5.0,0.0,2.0,1.0,,25.0,5.0,2.0,,181.26,120.06,305.79999999999995,,,,4712760.0,0.0
12543,2.0,0.0,-1.0,32.87,44.75,-0.5770000000000001,-0.387,,1.0,0.0,7.0,0.0,0.0,3.0,-1.0,35.4,5.0,1.0,3.0,2.0,-0.755,26.0,3.0,2.0,182.0,113.02000000000001,134.25,177.0,546.0,10271.25,0.0,10171800.0,0.0
10155,1.0,,10.0,41.2,38.71,,,0.052000000000000005,0.0,0.0,2.0,,0.0,8.0,15.0,39.18,5.0,2.0,8.0,4.0,,,,3.0,,119.09,77.42,195.9,,,,297725.0,0.0
7280,3.0,2.0,9.0,46.69,50.66,-0.381,-0.664,0.812,0.0,8.0,11.0,2.0,3.0,6.0,9.0,51.51,5.0,8.0,0.0,3.0,-0.226,24.0,6.0,1.0,264.0,148.85999999999999,202.64,257.55,1584.0,16106.65,10.0,1786319.9999999998,0.0
7639,0.0,2.0,9.0,37.95,38.09,,0.062,-0.14300000000000002,0.0,0.0,5.0,2.0,2.0,4.0,15.0,34.07,4.0,3.0,7.0,6.0,-0.7609999999999999,22.0,3.0,2.0,110.0,110.11000000000001,38.09,136.28,330.0,4707.99,16.0,2752750.0000000005,1.0
7146,3.0,2.0,-1.0,58.55,57.07,1.561,-1.194,-0.405,0.0,0.0,15.0,4.0,0.0,6.0,9.0,67.08,6.0,0.0,3.0,1.0,1.5330000000000001,21.0,4.0,1.0,315.0,182.7,228.28,402.48,1260.0,22707.36,10.0,8221499.999999999,0.0
9711,3.0,0.0,9.0,59.58,54.85,1.7719999999999998,-0.9329999999999999,1.196,1.0,0.0,5.0,3.0,1.0,7.0,9.0,66.42,6.0,0.0,4.0,3.0,0.511,24.0,5.0,1.0,120.0,180.85000000000002,219.4,398.52,600.0,17919.68,0.0,5425500.000000001,1.0
897,3.0,1.0,,32.23,34.64,,,,0.0,8.0,,,,9.0,,28.73,5.0,3.0,9.0,8.0,1.068,27.0,2.0,2.0,,95.60000000000001,138.56,143.65,,,,1912000.0000000002,1.0
13062,1.0,0.0,-1.0,52.42,58.67,-1.831,-0.37200000000000005,-0.13699999999999998,2.0,0.0,11.0,6.0,0.0,7.0,-1.0,44.44,5.0,1.0,4.0,3.0,-1.002,27.0,4.0,1.0,297.0,155.53,117.34,222.2,1188.0,12902.519999999999,0.0,4976960.0,1.0
5576,3.0,0.0,,53.93,54.48,,,-0.021,,2.0,6.0,,,6.0,16.0,48.4,6.0,4.0,4.0,1.0,1.811,32.0,5.0,1.0,192.0,156.81,217.92,290.4,960.0,19316.159999999996,,3920250.0,0.0
4081,2.0,4.0,10.0,55.06,71.49,,-0.11800000000000001,-0.14300000000000002,0.0,0.0,,5.0,0.0,6.0,9.0,56.03,6.0,1.0,0.0,2.0,-0.259,25.0,5.0,1.0,,182.57999999999998,214.46999999999997,336.18,,,28.0,2373540.0,0.0
15243,3.0,0.0,10.0,55.68,62.98,,,-0.435,3.0,1.0,15.0,6.0,0.0,8.0,10.0,54.92,6.0,2.0,0.0,6.0,0.528,22.0,4.0,1.0,330.0,173.57999999999998,251.92,329.52,1320.0,21513.28,0.0,5207399.999999999,0.0
6905,2.0,2.0,9.0,45.19,43.39,0.5710000000000001,0.331,-0.14300000000000002,5.0,0.0,3.0,5.0,0.0,6.0,14.0,44.97,5.0,2.0,2.0,6.0,1.286,21.0,2.0,1.0,63.0,133.55,130.17000000000002,224.85,126.0,8520.48,22.0,667750.0,0.0
8029,,,,47.81,47.78,,,,,,,,,9.0,16.0,52.54,3.0,2.0,0.0,7.0,,,,2.0,,148.13,,157.62,,,,0.0,1.0
13798,2.0,0.0,-1.0,54.14,60.4,-0.8690000000000001,-0.37200000000000005,0.052000000000000005,2.0,1.0,8.0,4.0,0.0,6.0,9.0,54.01,5.0,3.0,3.0,1.0,-1.5419999999999998,24.0,4.0,1.0,192.0,168.54999999999998,181.2,270.05,768.0,14440.0,0.0,6404899.999999999,1.0
12267,1.0,0.0,9.0,52.71,51.03,,,1.9509999999999998,2.0,0.0,5.0,2.0,0.0,8.0,10.0,50.87,6.0,1.0,0.0,3.0,-0.013999999999999999,30.0,4.0,1.0,150.0,154.61,102.06,305.21999999999997,600.0,14254.8,0.0,4638300.0,0.0
12469,1.0,2.0,9.0,49.05,47.33,-0.11800000000000001,-0.10300000000000001,-0.21600000000000003,4.0,0.0,6.0,0.0,0.0,6.0,-1.0,47.73,5.0,0.0,5.0,,,,,3.0,,144.10999999999999,94.66,238.64999999999998,,,,2738089.9999999995,1.0
10159,0.0,3.0,-1.0,37.53,49.43,,,,0.0,0.0,27.0,7.0,1.0,6.0,11.0,36.48,6.0,2.0,0.0,4.0,,24.0,2.0,2.0,648.0,123.44,49.43,218.88,1296.0,13683.81,33.0,1234400.0,1.0
14620,,,10.0,49.49,45.98,,,0.052000000000000005,1.0,0.0,5.0,5.0,8.0,4.0,12.0,51.49,6.0,2.0,4.0,,0.528,27.0,2.0,1.0,135.0,146.96,,308.94,270.0,,,3674000.0,0.0
911,3.0,0.0,-1.0,59.35,49.68,0.332,-0.6409999999999999,-1.2819999999999998,0.0,1.0,14.0,6.0,2.0,6.0,,61.78,6.0,0.0,5.0,2.0,1.811,28.0,3.0,1.0,392.0,170.81,198.72,370.68,1176.0,23914.8,0.0,2049720.0,1.0
1791,1.0,2.0,-1.0,40.19,35.5,-0.602,-1.122,,0.0,0.0,7.0,1.0,0.0,3.0,-1.0,33.49,2.0,0.0,3.0,3.0,,18.0,2.0,1.0,126.0,109.18,71.0,66.98,252.0,3449.5000000000005,8.0,0.0,1.0
4308,,2.0,,45.65,43.76,,,0.052000000000000005,0.0,1.0,6.0,2.0,,4.0,9.0,44.76,3.0,3.0,5.0,3.0,,25.0,3.0,1.0,150.0,134.17,,134.28,450.0,,10.0,2415060.0,0.0
8390,2.0,1.0,10.0,64.65,60.15,-0.39299999999999996,-0.11800000000000001,,2.0,4.0,6.0,1.0,1.0,7.0,15.0,46.77,3.0,7.0,,1.0,-0.259,21.0,2.0,2.0,126.0,171.57000000000002,180.45,140.31,252.0,8660.52,2.0,3088260.0000000005,0.0
10194,1.0,1.0,10.0,50.87,49.8,,1.5959999999999999,0.7040000000000001,1.0,3.0,11.0,4.0,0.0,7.0,-1.0,50.92,5.0,4.0,6.0,3.0,-2.039,21.0,3.0,1.0,231.0,151.58999999999997,99.6,254.60000000000002,693.0,11334.400000000001,7.0,2577029.9999999995,0.0
6794,2.0,2.0,6.0,57.58,62.49,1.7719999999999998,1.5959999999999999,1.464,1.0,0.0,10.0,1.0,0.0,7.0,9.0,54.87,6.0,3.0,1.0,2.0,1.286,26.0,6.0,1.0,260.0,174.94,187.47,329.21999999999997,1560.0,18600.839999999997,6.0,1749400.0,1.0
6389,2.0,1.0,16.0,53.87,57.07,1.7719999999999998,-0.672,-0.24600000000000002,5.0,0.0,12.0,1.0,3.0,6.0,-1.0,51.33,5.0,2.0,4.0,1.0,0.28300000000000003,21.0,3.0,2.0,252.0,162.26999999999998,171.21,256.65,756.0,14119.380000000001,2.0,6490799.999999999,1.0
10164,1.0,2.0,-1.0,38.96,55.47,,,,0.0,0.0,17.0,,0.0,7.0,9.0,38.6,6.0,0.0,0.0,2.0,-0.259,26.0,3.0,1.0,442.0,133.03,110.94,231.60000000000002,1326.0,14729.220000000001,,2527570.0,0.0
13042,,1.0,-1.0,60.27,64.59,,,0.423,0.0,2.0,11.0,0.0,,6.0,-1.0,66.68,6.0,5.0,2.0,4.0,0.23800000000000002,31.0,6.0,1.0,341.0,191.54000000000002,,400.08000000000004,2046.0,,4.0,5746200.000000001,1.0
654,3.0,0.0,9.0,61.83,74.57,-0.365,0.331,1.001,0.0,0.0,13.0,5.0,4.0,5.0,9.0,58.43,6.0,2.0,,2.0,0.019,22.0,3.0,1.0,286.0,194.82999999999998,298.28,350.58,858.0,22710.099999999995,0.0,23379599.999999996,1.0
8751,2.0,1.0,10.0,65.81,54.11,1.7719999999999998,-0.37200000000000005,0.052000000000000005,1.0,0.0,22.0,7.0,0.0,8.0,10.0,68.03,6.0,4.0,1.0,3.0,0.5489999999999999,26.0,5.0,2.0,572.0,187.95,162.32999999999998,408.18,2860.0,27384.48,10.0,0.0,0.0
3559,3.0,0.0,14.0,44.53,44.87,,1.5959999999999999,-0.405,1.0,2.0,4.0,,0.0,6.0,14.0,42.25,6.0,2.0,3.0,8.0,-1.296,32.0,4.0,2.0,128.0,131.65,179.48,253.5,512.0,15587.28,,3027950.0,0.0
4446,3.0,1.0,9.0,52.45,56.82,0.82,-1.479,0.052000000000000005,0.0,0.0,4.0,4.0,0.0,3.0,-1.0,45.61,5.0,0.0,6.0,6.0,-0.755,24.0,2.0,2.0,96.0,154.88,227.28,228.05,192.0,12749.240000000002,10.0,0.0,0.0
13509,3.0,0.0,10.0,65.68,58.3,1.2670000000000001,0.41200000000000003,1.9509999999999998,0.0,4.0,21.0,1.0,1.0,7.0,10.0,61.33,6.0,5.0,2.0,1.0,-1.29,28.0,6.0,1.0,588.0,185.31,233.2,367.98,3528.0,29457.820000000003,0.0,7041780.0,1.0
1360,3.0,,-1.0,50.12,56.7,-0.608,-0.483,,0.0,0.0,10.0,0.0,2.0,6.0,9.0,41.29,3.0,0.0,4.0,1.0,0.528,29.0,3.0,2.0,290.0,148.10999999999999,226.8,123.87,870.0,13676.130000000001,,0.0,1.0
14482,3.0,2.0,10.0,55.05,52.02,0.121,-0.41,-0.13699999999999998,1.0,2.0,7.0,,0.0,6.0,14.0,50.18,6.0,4.0,2.0,4.0,1.024,27.0,5.0,1.0,189.0,157.25,208.08,301.08,945.0,17311.44,,6290000.0,1.0
11248,2.0,0.0,9.0,43.91,50.91,0.133,0.7809999999999999,,0.0,1.0,4.0,0.0,0.0,4.0,14.0,35.59,3.0,1.0,0.0,0.0,-0.755,28.0,3.0,2.0,112.0,130.41,152.73,106.77000000000001,336.0,8304.0,0.0,0.0,0.0
15625,,0.0,,64.25,60.64,,,,,2.0,,0.0,,7.0,-1.0,60.62,6.0,1.0,0.0,0.0,1.811,28.0,6.0,2.0,,185.51,,363.71999999999997,,,0.0,834795.0,0.0
1029,2.0,0.0,9.0,62.0,47.7,0.5710000000000001,0.331,0.052000000000000005,3.0,1.0,9.0,3.0,0.0,6.0,14.0,57.62,6.0,2.0,4.0,1.0,1.041,27.0,4.0,1.0,243.0,167.32,143.10000000000002,345.71999999999997,972.0,17597.52,0.0,4517640.0,1.0
12677,3.0,1.0,9.0,53.8,53.87,-0.154,-0.11800000000000001,0.812,2.0,2.0,22.0,,8.0,6.0,9.0,53.18,5.0,2.0,4.0,4.0,,31.0,6.0,2.0,682.0,160.85,215.48,265.9,4092.0,25513.14,,4825500.0,1.0
13770,,0.0,12.0,57.16,59.9,1.7719999999999998,-0.9329999999999999,0.812,2.0,1.0,23.0,8.0,5.0,6.0,12.0,58.61,6.0,6.0,6.0,2.0,1.0190000000000001,27.0,6.0,1.0,621.0,175.67000000000002,,351.65999999999997,3726.0,,0.0,18445350.0,0.0
13928,3.0,1.0,10.0,51.84,65.57,0.068,1.1540000000000001,0.349,5.0,4.0,18.0,2.0,2.0,8.0,10.0,51.46,6.0,2.0,3.0,2.0,-0.782,28.0,5.0,1.0,504.0,168.87,262.28,308.76,2520.0,26267.839999999997,4.0,6248190.0,1.0
1267,2.0,0.0,9.0,47.03,61.51,-1.1059999999999999,-0.9329999999999999,1.196,3.0,1.0,17.0,,0.0,5.0,-1.0,48.01,6.0,3.0,4.0,0.0,-1.541,24.0,4.0,2.0,408.0,156.54999999999998,184.53,288.06,1632.0,19376.190000000002,,8610249.999999998,1.0
7388,2.0,1.0,-1.0,45.69,61.26,-1.5659999999999998,0.10099999999999999,-0.405,1.0,1.0,7.0,8.0,0.0,4.0,16.0,48.55,3.0,2.0,0.0,5.0,-1.018,26.0,3.0,2.0,182.0,155.5,183.78,145.64999999999998,546.0,10871.189999999999,13.0,0.0,0.0
10500,3.0,1.0,-1.0,56.02,57.81,0.7809999999999999,0.885,0.812,3.0,0.0,13.0,3.0,0.0,6.0,-1.0,51.34,6.0,1.0,1.0,2.0,0.774,24.0,4.0,1.0,312.0,165.17000000000002,231.24,308.04,1248.0,19953.36,5.0,0.0,0.0
893,2.0,,11.0,40.52,51.15,0.133,-0.6409999999999999,-1.847,0.0,3.0,4.0,8.0,0.0,3.0,11.0,41.52,6.0,1.0,4.0,,,25.0,3.0,3.0,100.0,133.19,153.45,249.12,300.0,11674.53,,3995700.0,1.0
1804,3.0,1.0,10.0,44.94,54.11,-0.63,1.3419999999999999,1.001,0.0,2.0,3.0,3.0,0.0,6.0,9.0,44.19,5.0,3.0,3.0,1.0,0.254,28.0,4.0,2.0,84.0,143.24,216.44,220.95,336.0,13559.09,4.0,2864800.0,0.0
3606,3.0,1.0,,45.23,40.06,-0.154,-0.7290000000000001,-1.847,0.0,1.0,3.0,8.0,,6.0,-1.0,35.48,3.0,4.0,2.0,8.0,-1.024,23.0,2.0,2.0,69.0,120.76999999999998,160.24,106.44,138.0,6933.68,16.0,1570009.9999999998,0.0
13687,3.0,2.0,9.0,50.95,50.29,0.121,-0.40299999999999997,0.052000000000000005,0.0,1.0,21.0,1.0,5.0,6.0,14.0,51.15,6.0,0.0,3.0,1.0,-0.51,25.0,3.0,1.0,525.0,152.39000000000001,201.16,306.9,1575.0,23370.76,4.0,2133460.0,1.0
13706,3.0,0.0,15.0,41.24,52.02,-0.841,1.5959999999999999,,3.0,1.0,2.0,5.0,0.0,8.0,-1.0,42.28,5.0,1.0,0.0,,-1.296,25.0,5.0,1.0,50.0,135.54000000000002,208.08,211.4,250.0,11325.960000000001,,4879440.000000001,1.0
14997,,0.0,,42.88,43.76,,,-0.635,0.0,2.0,25.0,4.0,,7.0,9.0,40.07,5.0,1.0,6.0,3.0,0.537,25.0,4.0,2.0,625.0,126.71000000000001,,200.35,2500.0,,0.0,696905.0,0.0
13253,3.0,0.0,16.0,57.37,64.96,-0.867,0.174,-0.898,0.0,2.0,17.0,2.0,0.0,6.0,16.0,59.36,5.0,1.0,1.0,3.0,0.773,24.0,4.0,1.0,408.0,181.69,259.84,296.8,1632.0,22822.239999999998,0.0,7267600.0,1.0
5435,0.0,1.0,10.0,49.88,51.4,1.7719999999999998,-1.4480000000000002,0.24100000000000002,0.0,4.0,3.0,0.0,0.0,6.0,9.0,51.86,6.0,2.0,3.0,0.0,1.811,31.0,6.0,2.0,93.0,153.14,51.4,311.15999999999997,558.0,12327.039999999997,0.0,765699.9999999999,1.0
10254,2.0,1.0,9.0,61.42,51.4,,,,0.0,0.0,5.0,8.0,0.0,4.0,-1.0,61.03,5.0,1.0,6.0,4.0,1.008,17.0,2.0,2.0,85.0,173.85,154.2,305.15,170.0,10105.699999999999,12.0,2086200.0,0.0
5815,3.0,0.0,-1.0,61.39,63.6,-0.63,-0.9329999999999999,,1.0,3.0,5.0,1.0,0.0,7.0,9.0,51.18,6.0,4.0,1.0,2.0,0.25,26.0,6.0,2.0,130.0,176.17000000000002,254.4,307.08,780.0,17405.88,0.0,8456160.0,1.0
